token_id,token,corpus_count,r_ev,r_fd,r_wsr_l12,r_wsr_l21,r_mu03_l12,r_mu03_l21,delta
5591,couple,5,0.04210329539013759,0.36221830490021906,-0.14819094828561366,-0.2064561409269151,-0.14504959881314894,-0.1468019270854557,-0.3201150095100815
3023,times,48,-0.08906665492020475,0.23827735815854653,-0.12254091759815532,-0.12428367664488477,-0.12139596834889244,-0.10293979109257445,-0.3273440130787513
1452,after,35,-0.21114935708138519,0.09513499363833737,-0.15960831021671992,-0.06844366341447546,-0.15595530542266287,-0.040984366862593644,-0.30628435071972254
4887,hit,7,-0.17114879862230628,0.27666111312509634,-0.1990624781605873,-0.19742594287972481,-0.16130580131950437,-0.15845184690044015,-0.4478099117474026
8322,negative,63,0.19553505447623556,0.30813436237481995,-0.17955558726094464,-0.11039417691501624,-0.16942543283471798,-0.1310912249253421,-0.11259930789858438
6423,tried,107,-0.2543859417298996,0.18918822739392813,-0.1412378962905209,-0.11905078465011473,-0.1161839070742183,-0.06921037407785946,-0.44357416912382774
1717,find,43,-0.28977342745906226,0.06635905723778093,-0.09790581024604518,-0.07305122643859331,-0.10672801233482428,-0.06920677662229811,-0.3561324846968432
10055,helpful,10,-0.32739568179145057,0.008948723623523948,-0.03985796400033865,0.03458152944606279,-0.01345835894741358,0.06344165727784744,-0.3363444054149745
1693,even,8,-0.22144278627126068,-0.17752782671632802,-0.0908131829961907,0.03642989285264378,-0.07668859147496745,0.015197787822172732,-0.04391495955493266
3528,didn,30,-0.260980520929367,0.03887452072595521,-0.15959708974584683,-0.1353712015826307,-0.1032100429862181,-0.041162288284881,-0.29985504165532223
1707,help,7,-0.29350744079740476,0.05673131492834124,-0.06589609547414667,-0.000943399635210223,-0.06346659016006724,-0.004607935098447677,-0.35023875572574603
2745,keep,14,-0.1715367538091609,0.027880292010025568,-0.12795209300887553,-0.07592958763188169,-0.0510983029754225,-0.009063320736259928,-0.19941704581918646
3274,until,129,-0.09266990066622709,0.057513631002837864,-0.14542655046765557,-0.013973542184015966,-0.10498472155379789,0.011123511218496217,-0.15018353166906495
2351,next,27,-0.05461276971611375,0.15167065972868485,-0.12602556297405942,-0.07851428966514165,-0.10873154429202775,-0.017116806134250255,-0.2062834294447986
1546,most,43,-0.31269250569396934,0.027541490593140747,-0.10419566105737825,-0.025710551390553366,-0.08038301425286964,0.02267852910128497,-0.3402339962871101
8786,Only,9,-0.2821161250566277,-0.1322409334353343,-0.06860806210291581,-0.005767028199798963,-0.08329009437446676,0.02474788396164575,-0.1498751916212934
22623,choosing,18,-0.13988590603478646,0.16086591350913848,-0.06290448088196914,0.05161190494131498,0.0013101952900679426,0.03150064990568568,-0.30075181954392494
2167,different,31,-0.32712775137158295,0.031053681941815837,-0.03196771216415655,-0.009792679259982284,-0.07834857243987409,-0.053193561973834944,-0.3581814333133988
9803,strategy,88,0.035931463267966146,-0.04022575573391332,0.12051166535709144,0.057985064659039055,0.058968464136568935,0.012312642929527697,0.07615721900187947
2449,around,9,-0.3045609568106897,0.2418096848683831,-0.08689451478731852,-0.05092834099416994,-0.10344094800331699,-0.0758921233415415,-0.5463706416790728
948,which,21,-0.2937658537521248,0.06946663894493885,-0.03813160233967886,0.0837474302035949,-0.08721069957776102,0.034521789934125184,-0.3632324926970636
3553,Yes,21,-0.19550038013822327,-0.22642321496292642,0.06978422918729209,0.01989775039508234,0.08663727182217391,0.08874533478088596,0.03092283482470315
18264,whenever,5,0.060343890231425834,0.05935152809699467,-0.0891649090838667,0.0013499035531211786,-0.05767076407288055,0.08784419518189893,0.0009923621344311642
4818,saw,12,-0.28207043389333686,0.1125149450446652,-0.08214821926733458,-0.08548387987359529,-0.06641214785687963,-0.036165209622826086,-0.39458537893800205
8001,kept,45,-0.07927864812630915,0.04887709923169719,-0.09105232866486239,-0.03984987564886453,-0.03818165222954079,0.012974984818319109,-0.12815574735800633
2371,got,46,-0.28548969892238424,0.11148414584244597,-0.12265050456850295,-0.10661575411102231,-0.08968643721794983,-0.047547308823938796,-0.3969738447648302
1618,value,6,-0.24016824279299154,0.11091337293343086,-0.08250011655504148,-0.06263809353527502,-0.11808966405615817,-0.07589845442274552,-0.3510816157264224
21352,stayed,21,-0.03429812873800592,0.21661887070949928,-0.06083077094293393,-0.11771431912745393,0.018284332483623066,-0.02842777974500887,-0.25091699944750523
1809,same,73,-0.12516977445234959,0.1494193033659595,-0.12246878761475395,-0.07775286113725016,-0.0669057264361108,-0.03456688859999764,-0.2745890778183091
61157,guessed,7,0.037083451900047734,-0.02680383498284796,0.13370991462079013,0.06946725978403573,0.16040093248287707,0.11116293074293819,0.06388728688289569
3815,went,34,-0.2010914877111729,0.17346103984652145,-0.1271917351407724,-0.10538200282763724,-0.06213058052759663,-0.05339607255155391,-0.37455252755769436
2731,left,6,-0.20383530478784326,0.1784540256263304,-0.15955676513194286,-0.07165847952196938,-0.12950920130710877,-0.06817341971505818,-0.3822893304141737
1833,right,12,-0.21292367934071868,0.04130920007634201,-0.1272509775667926,-0.019411560854055897,-0.07682170264923298,0.008028898298573828,-0.2542328794170607
8520,failed,14,-0.06343060849074413,0.21248076600078059,-0.15951354549154853,-0.12913846084933428,-0.14985161556385587,-0.13952550414406698,-0.2759113744915247
1378,two,42,-0.1727027765701547,0.2814835502668641,-0.19880273588473332,-0.18736301597162422,-0.17600994096198858,-0.1567319175034017,-0.4541863268370188
2172,row,62,0.008983568828434211,0.2908565525527545,-0.15320674366174808,-0.15304878313700485,-0.1591114103580724,-0.22554697806007487,-0.2818729837243203
3124,move,15,-0.23175856890177376,0.10734567807528286,-0.12205533886189661,-0.13510553268611633,-0.12351833813717665,-0.1175250053342001,-0.33910424697705666
11594,twice,19,0.011383961179291554,0.3294233708261457,-0.1804564602353602,-0.1091416516902001,-0.16718265961012865,-0.08740258979250189,-0.3180394096468541
4786,pretty,14,-0.32058132856509575,0.11538428845561335,-0.10843288467111943,-0.07531916772315515,-0.0763677181052413,-0.017775245537087224,-0.43596561702070913
1683,much,21,-0.2681011451842129,-0.12606992494408342,-0.08172635841585664,0.034024723246806735,-0.04519632552356017,0.016925610120323013,-0.14203122024012949
17530,stuck,55,-0.06552077609591107,0.2998891897777162,-0.13279638095021795,-0.12646578444955586,-0.06860477378872239,-0.10656640755030534,-0.3654099658736273
6900,throughout,15,-0.17691382818619664,0.055878313488793394,-0.003622110410563303,0.0759168720857807,-0.05948894224528894,0.06534820768697203,-0.23279214167499002
2398,game,35,-0.03477184785410972,0.13703010340900812,-0.10479562135230967,-0.11206610289771197,-0.08117151205524163,-0.07280228292198444,-0.17180195126311784
1865,between,12,-0.3235969776501109,0.13329524034498594,-0.06378061755540425,0.01444887326278157,-0.13073380999652381,-0.08072195431812632,-0.4568922179950968
8787,partners,20,-0.14800458207098052,0.2223659840816413,-0.1326737927708665,-0.10010480068121883,-0.12467719685239684,-0.09535021767669188,-0.3703705661526218
9670,partner,89,-0.18543532352291994,0.18444969030145403,-0.17718507007113182,-0.1481949705311659,-0.1451829167129365,-0.1166862006195939,-0.369885013824374
9238,seemed,41,-0.30045085609735556,-0.10523028472576289,-0.07160019796248743,0.03202176441860579,-0.08549886581787397,0.03871978665751748,-0.19522057137159265
1498,did,43,-0.3398130301926054,-0.07859381411299457,-0.0952935291778494,-0.09428308651738256,-0.05484396506247109,-0.026895955621085186,-0.26121921607961085
1281,use,12,-0.2917465806342839,0.05905023993385053,-0.06269358429657713,-0.06305594436356088,-0.09356619567597209,-0.09462410264556874,-0.35079682056813444
1089,any,20,-0.25439400573799903,-0.08677353298888553,-0.09416144026108675,-0.003378057028584703,-0.12034158375506321,-0.03665840649587289,-0.1676204727491135
14869,strategies,10,-0.004813750138523194,-0.0030543677991588833,0.10872260225661534,0.08092544388158918,0.03297044277707284,0.024029130916696725,-0.0017593823393643108
15532,picked,7,-0.2536401407129974,0.19232814595638215,-0.15746962001157552,-0.1084577733861571,-0.12341829510237842,-0.08397963998038524,-0.44596828666937954
6162,ones,6,-0.3048293027396086,0.10668812243440953,-0.1028864329831827,-0.06007104617643003,-0.01966579200970664,-0.016388414374259405,-0.4115174251740181
978,more,73,-0.24140714395596408,-0.02764141885528037,-0.12884762787628956,-0.054818154513188146,-0.10799788768804454,-0.07006249706773149,-0.2137657251006837
5476,likely,9,-0.23614102093309586,-0.13053788496899843,-0.0864975631415544,-0.013995333638615019,-0.08467183779653369,0.045862510489925706,-0.10560313596409743
1370,first,25,-0.25882257813728815,0.1892629209057537,-0.16864406367026266,-0.15277447702932578,-0.15001099761747314,-0.10890736896612346,-0.44808549904304185
8509,moved,24,-0.2588267896204974,0.168542878342207,-0.15159930720088644,-0.12248264832616089,-0.12261521161712265,-0.07869867479999289,-0.42736966796270437
4445,soon,7,0.23632127689670535,-0.012047009387218019,-0.06467261140673121,0.0072029440784481735,-0.06231576032134543,0.04700372100954441,0.24836828628392338
1297,only,7,-0.26253096904889656,-0.05202793848852491,-0.10771328425495093,-0.049304987731807574,-0.10748855538110014,-0.0186103090779583,-0.21050303056037165
36429,switched,52,-0.08062388080897913,0.35412284339158534,-0.18983627555208216,-0.1628329531956026,-0.17441183762978926,-0.14843138575189457,-0.4347467242005645
3631,once,14,-0.25192043959606936,0.11357546594148642,-0.16943226168672867,-0.13616154201261713,-0.1314150555203941,-0.052194331913083085,-0.3654959055375558
2375,feel,5,-0.2623545337237757,0.09614870201638569,-0.09867777234846409,-0.0804117943913501,-0.06733847848421944,-0.05168738750260872,-0.3585032357401614
1212,what,11,-0.33817937482120464,-0.06405348755194286,-0.09521069701815636,0.01953333317806986,-0.08050693653517,0.032400474782665514,-0.2741258872692618
5342,hot,5,-0.17537112401084134,0.18728277948438893,-0.15958135321886666,-0.12901565283285327,-0.16313917032170047,-0.14324543011846919,-0.3626539034952303
4604,started,29,-0.21576400930021902,0.161792703530979,-0.16559921021523127,-0.1388499817290312,-0.14608045786711707,-0.11620047426773346,-0.377556712831198
1855,being,7,-0.2826959382095016,0.017782951771366674,-0.11081846078059736,0.007667934110821312,-0.09843152650293262,0.003637622451521761,-0.3004788899808683
749,do,7,-0.33421088472478033,-0.031950131158363926,-0.11795622355476469,-0.09550693383189071,-0.08648937913555835,-0.061110015942059726,-0.3022607535664164
7332,wasn,10,-0.23407671929639337,0.01890015734645662,-0.15226672007430292,-0.13643942308323417,-0.09018601156079367,-0.025540368372361455,-0.25297687664285
1497,long,12,-0.2813632515029239,0.18524625020164462,-0.15752981972641628,-0.12644364418311504,-0.13375692516539175,-0.12470042006751926,-0.4666095017045685
32209,switching,22,0.004031104101471174,0.2942858542062087,-0.15370481349219026,-0.11141258852402547,-0.1427163503061227,-0.1344249572495381,-0.2902547501047375
2734,give,19,-0.27725413165591273,0.08678726960336286,-0.13314837280336086,-0.098442902645425,-0.08877761167335849,-0.04583925843139995,-0.3640414012592756
6733,multiple,7,-0.20424778421508483,0.26187331451144114,-0.09261914442320765,-0.10679537189053896,-0.1287537351834668,-0.12527146350185625,-0.46612109872652596
921,out,25,-0.23688592624941168,0.2719922452348494,-0.15451561637878333,-0.08981619961646368,-0.15011536438936876,-0.11632722263033003,-0.5088781714842611
1742,think,19,-0.2576070078892597,0.0024827667736584355,-0.09835860154724882,-0.06778392346840216,-0.040831038251288046,-0.02343977914786386,-0.26008977466291816
2257,second,8,0.06544947272507788,0.3005642302900634,-0.08339903557086449,-0.17117071682419718,-0.09832864528376548,-0.14847424574682236,-0.2351147575649855
5645,gave,51,-0.27989444395696406,0.12795665222722655,-0.1210022859134961,-0.09687838413975973,-0.057702771676348415,-0.02932738346306284,-0.4078510961841906
1671,used,8,-0.3233848472584478,0.14638679445274827,-0.06304284062587141,-0.07188439114166588,-0.1264573196983741,-0.09960839494885193,-0.46977164171119606
36306,failures,8,0.18777706826769058,0.1346929302990796,-0.043670598146879555,-0.009091351564768951,-0.07980438659703905,-0.10681006367277962,0.05308413796861097
1354,else,6,0.21505532274103986,-0.08898221375663638,0.04624184070532888,0.009591979205236936,0.08216015897550938,0.02856002386816504,0.30403753649767623
16729,realized,7,0.1333987838365703,0.11931036946641209,0.05995520800100449,-0.0756566055966812,0.05391184535400274,-0.03333799321313403,0.014088414370158217
1794,before,13,-0.12140772462681827,0.07173116488791513,-0.13360649806140526,-0.05883170418781695,-0.15162052164038686,-0.05268112623535428,-0.1931388895147334
3782,points,81,-0.2799801181252145,0.1939651652639618,-0.11133689213972586,-0.07954883079079898,-0.09048671943613763,-0.043509111645842036,-0.4739452833891763
5398,player,13,0.026507463122422345,0.1330509206752651,-0.07288068536299074,-0.09359771056343974,-0.046629905226404735,-0.05379089362676092,-0.10654345755284277
14069,noticed,12,-0.26108019619479833,0.13165363875639668,-0.07344057651369443,-0.0863114276474162,-0.0822758236998501,-0.06530781003048296,-0.392733834951195
27930,consistently,9,0.01491141735900309,0.1592934614195502,-0.18581788578313851,-0.06547946947450123,-0.15941666855967832,-0.036301285084080134,-0.1443820440605471
5501,lost,5,-0.13108118209345102,0.22713627590413202,-0.20851296289219262,-0.1253331568335261,-0.13591788797581003,-0.10409499050828623,-0.35821745799758303
4788,pick,8,-0.18516348565814023,0.2127372598820522,-0.15672039450914532,-0.15748878918982667,-0.1442616918705922,-0.1357101893673091,-0.3979007455401924
3338,bad,26,0.16997162774900315,0.19559659074896563,-0.13402504659277117,-0.15373916686520672,-0.05356980074478368,-0.13656497159181613,-0.025624962999962475
1653,again,23,-0.10705808912903551,0.0307678427347561,-0.11224683570368063,-0.03276301406686918,-0.11762973991173221,-0.008389625682999792,-0.1378259318637916
8266,switch,51,-0.0165435689804598,0.3228127344060906,-0.14776019504820354,-0.1790997576990563,-0.16696816434240266,-0.1883177117493478,-0.3393563033865504
1461,people,22,-0.33932100712669294,0.07700465266877343,-0.05702013804211092,-0.05291581505927194,-0.00726202983850318,-0.00621131505467394,-0.4163256597954664
1453,don,13,-0.24798011011076276,0.01817931937234497,-0.16487307800601467,-0.13976429533606896,-0.12071184542432736,-0.0508392040177341,-0.2661594294831077
3392,came,5,-0.33881123030502935,0.06645346627452467,-0.07747120129604368,-0.04839703394800537,-0.03356024109226499,-0.013455206370965749,-0.405264696579554
908,up,15,-0.30192230181490004,0.25750364820155475,-0.14731329853588318,-0.10450985695074955,-0.12637548588274747,-0.09230914357883496,-0.5594259500164548
6287,Yes,37,-0.26386617610231394,-0.17861458612050363,-0.005567789749698775,-0.01362821561171408,0.009075566067940386,0.07740151399516569,-0.08525158998181032
11892,stopped,8,0.13027761035121294,0.16233057591729622,-0.08273674523309103,-0.12529007126199487,-0.0573273574694721,-0.07892709539897375,-0.03205296556608328
1942,found,31,-0.26723566926103326,0.06739077038914434,-0.1199330373591222,-0.05226778086692517,-0.14793083121054573,-0.05088159222532611,-0.3346264396501776
5913,student,6,-0.20045932514826384,0.17375162606205916,-0.16921379030934616,-0.09578596510661387,-0.08580153702541633,-0.09948891015391673,-0.374210951210323
9288,stick,28,0.006880491810494498,0.2817695862664494,-0.160390250352516,-0.1305309666480875,-0.10488590758204383,-0.12092736765367144,-0.2748890944559549
17026,losing,8,0.18080575017904968,0.26490147474281983,-0.20251569024052882,-0.12168317691341453,-0.13125333909836442,-0.10832608497588625,-0.08409572456377015
1853,each,15,-0.23809695662981356,0.0818285509404253,-0.06482863243971676,0.011878784420814562,-0.11392101957873864,0.017009092304272944,-0.31992550757023885
3434,working,9,-0.23665562917585659,0.10559059639975421,-0.10085918733232542,-0.09252442120689815,-0.14002857072546868,-0.12341619654136882,-0.3422462255756108
3757,several,5,-0.2179475028058263,0.2053255630280253,-0.10126417648646525,-0.043098079362977604,-0.11511952498470747,-0.015449749063850035,-0.4232730658338516
1980,too,8,-0.23811845770435253,-0.03152502162536426,-0.11798202518151857,-0.03333864088468406,-0.12348081054930714,-0.038696111398659444,-0.20659343607898828
1767,many,12,-0.29764586974694063,-0.06318254921783205,-0.07948813575772765,0.02925578584766713,-0.06581839782413643,0.04208138976987786,-0.23446332052910857
8385,successful,12,0.27862653307513224,0.14422588798510005,-0.010661520818332222,-0.09408488787314076,-0.0492843765592024,-0.15890190252540315,0.1344006450900322
1443,see,23,-0.29567577435805664,-0.06539558704737382,-0.06939741486520291,-0.03092700028551209,-0.07585926918170761,-0.019323288342708408,-0.23028018731068284
947,get,17,-0.2417120984165642,0.11805863405521701,-0.1375854558265157,-0.12821516482366468,-0.1221252455363609,-0.11216288853717177,-0.3597707324717812
1578,well,11,-0.23534537713361778,0.008105329526986803,-0.1207562397778108,-0.08024413400140953,-0.10949186530210203,-0.009459693406751924,-0.2434507066606046
14833,deck,40,0.045432086015639396,0.20620914504213173,-0.035310347090517766,-0.0851062144963486,-0.041302599904482054,-0.08658852116313744,-0.16077705902649234
1178,than,25,-0.21063808476644882,-0.004782290077164009,-0.1281656622531886,-0.06885013201606387,-0.1300273277900849,-0.06502160046672303,-0.2058557946892848
2619,few,9,-0.24819342941148337,0.21391504277090825,-0.16942583880457115,-0.1355479908466256,-0.10069111186323428,-0.06841630794369152,-0.4621084721823916
888,new,7,-0.2591872826842433,0.10647860494826787,-0.14228584949160325,-0.11166943328083394,-0.11474489809660361,-0.11540349170398681,-0.3656658876325112
2669,change,23,-0.06100644826969946,0.04734847159009871,-0.013877683541546355,-0.055065681447796985,-0.04252320254903528,-0.10227201394713893,-0.10835491985979817
3131,above,8,-0.3191927118883896,0.06606487450355142,-0.06681042540885763,0.0050194583255588265,-0.0903394702209204,0.008895623148723225,-0.385257586391941
4692,stay,13,-0.14953758831340105,0.20534763441916418,-0.14260956569513733,-0.1701169205147866,-0.06615627700987574,-0.08995396815358528,-0.35488522273256523
15208,basically,5,-0.3463767722268873,0.02153802421508932,-0.11722481261737792,-0.05183486672498369,-0.10343339862404835,-0.00236245044384963,-0.3679147964419766
3733,whole,5,-0.1471858506430553,0.21019076974351417,-0.07022657355350528,-0.12343625701545612,-0.020469229983597535,-0.05942383104365395,-0.3573766203865695
5774,figure,12,-0.21724354846021132,0.22708383862290643,-0.09389778532486688,-0.13289159445245002,-0.08892249352241594,-0.07258962924746787,-0.44432738708311775
13670,chose,18,-0.2714763294747251,0.13268764270135305,-0.10814827337717897,-0.035003286964480865,-0.03654977872658021,0.005790260381582689,-0.40416397217607813
6574,simply,5,-0.30172148600834114,-0.05642793632732633,-0.12211616112330205,-0.04823013025373066,-0.1226153532647223,-0.018256142534085185,-0.2452935496810148
3482,based,5,-0.33200040897900185,-0.12674984248729576,-0.040856882712848645,0.062620133112261,-0.053002860416451414,0.052657285330431555,-0.2052505664917061
12136,patterns,20,-0.07144423544867623,0.08814146784167413,0.1035626227065931,0.0898949650353218,0.018966677781044515,0.039058406070120434,-0.15958570329035038
14097,consistent,12,-0.07997757015703746,0.04590822560532494,-0.0750041918923955,-0.02915267677192919,-0.07373797079723352,0.005526890410571512,-0.12588579576236242
5326,trying,12,-0.22774238927094365,0.1701858636764109,-0.11761769044092918,-0.08843705829007649,-0.09466234969483238,-0.0748048948264403,-0.39792825294735457
7068,chance,9,-0.06488102685116587,0.004464213174632978,-0.078193358450607,-0.0981497212785105,-0.06380843233166399,-0.05268983737992142,-0.06934524002579885
3695,often,15,-0.21843567833554856,-0.1481175708397498,-0.10567452124464231,0.0232979499637501,-0.12230723157057383,0.021991391400369566,-0.07031810749579875
3190,results,13,-0.09006832679369332,-0.011890276350956078,0.05958006276336875,-0.009272631584221609,-0.04556567659408995,-0.09523652300444561,-0.07817805044273725
7778,yes,20,-0.2268891767964216,-0.1066019924511716,-0.01966490696261803,-0.024595875434720683,0.031676487839649006,0.087225134848289,-0.12028718434524999
7464,guess,5,-0.2844885876426044,-0.07400602458583638,-0.011755657275507134,-0.021967677896447983,-0.0015552612585149684,0.034201795673449116,-0.210482563056768
1163,over,13,-0.2369984130983502,0.22293194195757451,-0.1189459951398606,-0.09586075023668716,-0.1446903229073328,-0.12124883880330803,-0.4599303550559247
3666,particular,10,-0.28806995083472237,-0.12575904369874238,-0.08278382507825571,0.0057912984663442,-0.09824057821349935,-0.04576385313897076,-0.16231090713597998
6281,looked,11,-0.27833679655544147,0.11504878509495961,-0.09804509117649211,-0.07660590998953357,-0.11334426385909607,-0.05707029442981282,-0.39338558165040105
6241,choice,19,-0.2417476401487235,0.059727738241448655,-0.08917487967496518,0.01957722962106208,-0.04108680409129267,0.0221291528238836,-0.30147537839017213
4225,getting,13,-0.2663733600869341,0.18963686923424197,-0.09166860905083368,-0.10263794836633508,-0.09288813977346465,-0.100915471748953,-0.4560102293211761
4076,card,21,-0.03793518930821692,0.17593686625492608,-0.1441931962980524,-0.07367877335691761,-0.12349031994301768,-0.0706452162258219,-0.21387205556314298
7489,beginning,6,0.16068225473718248,0.023555509554391445,0.027730246530209782,-0.06409198149499805,0.0012906252170474454,-0.050102627830242046,0.13712674518279103
5040,Then,11,-0.048888313886483625,0.030947019229291394,-0.08028874835413431,-0.00996749869823225,-0.011731278686989914,0.06363347780147599,-0.07983533311577502
8908,cards,16,0.06312510063731303,0.18636139299924254,-0.11506587476256214,-0.060535758016858995,-0.06627183311121507,-0.052562686915103615,-0.12323629236192951
5112,correct,5,-0.15518773092010094,0.046238476299994814,0.10865240449006225,0.03707017040171397,0.07022907738900423,0.02652179661576874,-0.20142620722009574
93822,negatives,12,0.22693502952088393,0.3374955327130625,-0.16352489825438593,-0.10663148605446794,-0.13430908934494562,-0.09902270991784155,-0.11056050319217856
5250,usually,8,-0.16550898932358812,-0.19457879041982454,-0.07290146012161396,-0.0274884309671308,-0.09347494733574993,-0.0073255133098158775,0.029069801096236414
6883,pattern,35,-0.11268791726030884,0.12781844313477767,0.030483778438778853,0.0393888459898808,-0.06007577379692372,-0.020608005631458266,-0.2405063603950865
1612,look,6,-0.2923862632478284,0.1253237828389474,-0.0809805524005205,-0.0986774173724848,-0.09333136069663436,-0.06293198726367728,-0.4177100460867758
2525,better,7,-0.22554267041546747,-0.030710890714931334,-0.10360984746704006,-0.05272248697891376,-0.08441557946679155,-0.03317540003611643,-0.19483177970053614
2183,while,6,-0.17260271024209758,0.00020119052489330934,-0.11180583928647965,-0.02304458093927956,-0.11563131703698805,0.03833740982219156,-0.1728039007669909
16455,reliable,5,-0.20659895567606332,0.14358246710185676,-0.17435308847248965,-0.12659566319294654,-0.15888020798268043,-0.08300301355550561,-0.3501814227779201
1156,other,26,-0.08869920352328674,-0.09440446740199522,0.02645299730012207,-0.018362558430689183,0.0286423230751156,0.02755176834486285,0.005705263878708483
5374,continue,5,-0.10096834868997102,0.04960810544801287,-0.15934143906215556,-0.07641279075039699,-0.09622732962782649,-0.033622599872582405,-0.1505764541379839
49891,streak,6,0.15695818025388192,0.22163606005105446,-0.07744197393658692,-0.053675965800855735,-0.06727397494186295,-0.06094290336835988,-0.06467787979717254
6787,turned,9,-0.24116427377750901,0.15711377551654565,-0.12774271942674084,-0.14274159693017763,-0.13727875610080667,-0.14139676081383465,-0.39827804929405464
52799,decks,10,0.2813931061357436,0.1629338576674704,0.04095238435957582,-0.05765892551721624,0.053097633183358715,-0.05615811952183307,0.11845924846827319
3077,possible,7,-0.2983858520799088,-0.040004802459742896,-0.0637668349555367,0.02948146196194228,-0.08332632168416498,0.03364230670000532,-0.2583810496201659
832,all,12,-0.30194272880255935,0.04294541302936193,-0.11664445669486012,-0.03345512548372101,-0.09878557320335012,-0.0160747208603454,-0.3448881418319213
2858,kind,5,-0.33191037869685824,-0.007151241379042107,-0.13980393865805646,-0.06484597250033776,-0.07390706916127056,-0.0218532977692694,-0.32475913731781614
11128,forth,6,-0.11830079466736064,0.16541520943634969,-0.04711551705227037,-0.07176603150392749,0.009292044739079538,-0.04530354552084065,-0.28371600410371034
6220,felt,7,-0.23292775129501825,0.0720070055101516,-0.14726315446244584,-0.07233411129776533,-0.13203010035525353,-0.04724215614864186,-0.30493475680516985
1154,like,14,-0.28749013163346415,0.058355984823727496,-0.12013970789029538,-0.04034518602583038,-0.10058953887866141,-0.006762703524434633,-0.34584611645719165
1280,into,6,-0.22497231675487633,0.22084985075715766,-0.1034019919573381,-0.05255739163098888,-0.15119453167443278,-0.1153424954215267,-0.44582216751203396
1538,could,6,-0.23703694204244793,-0.1512041415655016,-0.09441829629203052,-0.000831615065890504,-0.0725289065860409,0.011880399494650968,-0.08583280047694633
3383,certain,6,-0.20666696590330852,0.03197643918279025,-0.05988141420960714,0.023185850186482844,-0.0822475347754318,-0.014634858614227619,-0.23864340508609877
11117,changing,5,-0.10059695998180507,0.12743426110897935,-0.04986695443746481,0.0028116126112188665,-0.03441564608030642,-0.015573505826070788,-0.22803122109078441
18251,losses,7,0.35630605910375,0.2116994598539502,-0.05130126181863988,-0.06941750675057537,-0.05455841340428882,-0.09510178323102987,0.14460659924979982
148100,classmate,8,0.2510960300460517,0.13934023725274086,0.05290457070429328,-0.004616915970476085,0.11660401415770878,0.026340612662205498,0.11175579279331083
2319,going,18,-0.17105583274038774,0.1688649956085478,-0.15118345682931425,-0.11610082325900019,-0.13299767518099534,-0.10588207709367152,-0.33992082834893556
