bootstrap_draw,dimension,label,maximizing_layer,maximum_r,depth_gradient
2393,comprehension_continuous,Comprehension,13,0.49711118262640097,-0.5282051282051281
2393,judgment_continuous,Judgment,4,0.6851413626769777,-0.28478632478632476
2393,evaluation_continuous,Evaluation,12,0.6038660105257158,0.21572649572649572
2393,final_decision_continuous,Final decision,18,0.6156613751965666,0.5835897435897436
2393,confidence_continuous,Confidence,23,0.40009988884670605,0.8208547008547009
2394,comprehension_continuous,Comprehension,13,0.5312900546089233,-0.4140170940170939
2394,judgment_continuous,Judgment,14,0.6197860198952332,-0.26837606837606837
2394,evaluation_continuous,Evaluation,13,0.5640511474916121,0.21230769230769228
2394,final_decision_continuous,Final decision,11,0.569517264061924,0.21230769230769228
2394,confidence_continuous,Confidence,16,0.35762618185594847,0.7873504273504273
2395,comprehension_continuous,Comprehension,15,0.49572627054821444,0.41128205128205125
2395,judgment_continuous,Judgment,18,0.653351960202377,-0.10358974358974359
2395,evaluation_continuous,Evaluation,9,0.5622430787380955,0.08034188034188033
2395,final_decision_continuous,Final decision,18,0.6117697317771722,0.7716239316239316
2395,confidence_continuous,Confidence,16,0.4423711388477586,0.4570940170940171
2396,comprehension_continuous,Comprehension,16,0.5125928373255529,0.6895726495726495
2396,judgment_continuous,Judgment,18,0.6543583895139601,0.3490598290598291
2396,evaluation_continuous,Evaluation,7,0.6197413409672896,0.18905982905982904
2396,final_decision_continuous,Final decision,18,0.6395071192977734,0.865982905982906
2396,confidence_continuous,Confidence,16,0.48499274873266535,0.87008547008547
2397,comprehension_continuous,Comprehension,16,0.5794717720203166,0.19658119658119655
2397,judgment_continuous,Judgment,4,0.7192160220465539,0.30324786324786324
2397,evaluation_continuous,Evaluation,13,0.6469098887307321,0.30529914529914526
2397,final_decision_continuous,Final decision,21,0.6963221006622872,0.8167521367521368
2397,confidence_continuous,Confidence,16,0.47763046916169866,0.671111111111111
2398,comprehension_continuous,Comprehension,13,0.4988232669515201,-0.1398290598290598
2398,judgment_continuous,Judgment,2,0.6752135285306323,0.05846153846153846
2398,evaluation_continuous,Evaluation,11,0.6430046867665532,0.19931623931623932
2398,final_decision_continuous,Final decision,23,0.5978694919247026,0.6601709401709401
2398,confidence_continuous,Confidence,16,0.4124025826489825,0.8290598290598289
2399,comprehension_continuous,Comprehension,15,0.4996503847009128,-0.1152136752136752
2399,judgment_continuous,Judgment,4,0.7037875752043001,0.19452991452991453
2399,evaluation_continuous,Evaluation,13,0.5948348337959182,-0.1651282051282051
2399,final_decision_continuous,Final decision,21,0.6757848326697111,0.49675213675213675
2399,confidence_continuous,Confidence,16,0.4101281389516831,0.6929914529914529
2400,comprehension_continuous,Comprehension,13,0.5241053749163471,-0.021538461538461538
2400,judgment_continuous,Judgment,18,0.7051058956520168,0.15897435897435896
2400,evaluation_continuous,Evaluation,14,0.5674741396653283,0.3524786324786324
2400,final_decision_continuous,Final decision,25,0.6261191416782437,0.8242735042735042
2400,confidence_continuous,Confidence,16,0.39031754617238257,0.7223931623931623
2401,comprehension_continuous,Comprehension,15,0.48527777074001727,-0.3107692307692307
2401,judgment_continuous,Judgment,14,0.67242409857853,-0.033846153846153845
2401,evaluation_continuous,Evaluation,12,0.5469046205124639,0.4591452991452991
2401,final_decision_continuous,Final decision,21,0.6248113939533616,0.8905982905982905
2401,confidence_continuous,Confidence,23,0.4245150933842545,0.6957264957264957
2402,comprehension_continuous,Comprehension,13,0.600230501681722,-0.22735042735042732
2402,judgment_continuous,Judgment,2,0.667305014465663,-0.44820512820512814
2402,evaluation_continuous,Evaluation,9,0.5989664497404149,0.027692307692307693
2402,final_decision_continuous,Final decision,18,0.6101695328566726,0.5993162393162393
2402,confidence_continuous,Confidence,16,0.4265020474558014,0.7982905982905983
2403,comprehension_continuous,Comprehension,15,0.5310929252279022,0.1658119658119658
2403,judgment_continuous,Judgment,4,0.6887303442512257,-0.13846153846153844
2403,evaluation_continuous,Evaluation,7,0.5482126055358694,0.13709401709401706
2403,final_decision_continuous,Final decision,21,0.6310848053698791,0.8365811965811965
2403,confidence_continuous,Confidence,16,0.4301574008420304,0.8564102564102564
2404,comprehension_continuous,Comprehension,14,0.5533120331970822,-0.13367521367521365
2404,judgment_continuous,Judgment,14,0.7239948711431541,0.06188034188034188
2404,evaluation_continuous,Evaluation,13,0.5957291017392665,0.2246153846153846
2404,final_decision_continuous,Final decision,21,0.6535488942292135,0.9152136752136751
2404,confidence_continuous,Confidence,22,0.46467005220776597,0.9227350427350427
2405,comprehension_continuous,Comprehension,13,0.47248030211498787,-0.6157264957264957
2405,judgment_continuous,Judgment,4,0.6804188361836704,-0.002393162393162393
2405,evaluation_continuous,Evaluation,11,0.6449469852065184,0.2731623931623931
2405,final_decision_continuous,Final decision,4,0.6326540248545761,0.1829059829059829
2405,confidence_continuous,Confidence,16,0.41990172429106476,0.8229059829059829
2406,comprehension_continuous,Comprehension,13,0.533804260585813,-0.2341880341880342
2406,judgment_continuous,Judgment,4,0.7175461069692134,-0.27658119658119656
2406,evaluation_continuous,Evaluation,9,0.5951512109068405,0.19863247863247863
2406,final_decision_continuous,Final decision,21,0.6101044832485999,0.7524786324786324
2406,confidence_continuous,Confidence,16,0.46682661768716216,0.7852991452991451
2407,comprehension_continuous,Comprehension,14,0.552636807753167,0.7066666666666667
2407,judgment_continuous,Judgment,14,0.6982248748311439,0.055726495726495726
2407,evaluation_continuous,Evaluation,7,0.6137566289499663,0.3176068376068376
2407,final_decision_continuous,Final decision,21,0.6490403157652639,0.9316239316239315
2407,confidence_continuous,Confidence,23,0.42932338501674333,0.8618803418803418
2408,comprehension_continuous,Comprehension,2,0.5219718059113065,-0.5336752136752136
2408,judgment_continuous,Judgment,2,0.659471084740758,-0.16307692307692306
2408,evaluation_continuous,Evaluation,23,0.5779206622230402,0.5842735042735042
2408,final_decision_continuous,Final decision,2,0.6058285356046506,-0.027692307692307693
2408,confidence_continuous,Confidence,16,0.4210182068500591,0.6731623931623931
2409,comprehension_continuous,Comprehension,3,0.46728000099275213,-0.42905982905982903
2409,judgment_continuous,Judgment,4,0.6767740655563792,0.28957264957264955
2409,evaluation_continuous,Evaluation,7,0.5657427057322325,0.31487179487179484
2409,final_decision_continuous,Final decision,21,0.6093514435535589,0.5958974358974359
2409,confidence_continuous,Confidence,23,0.4555380783602505,0.8263247863247863
2410,comprehension_continuous,Comprehension,15,0.5383781466718028,-0.027008547008547008
2410,judgment_continuous,Judgment,14,0.7226476765560789,0.029059829059829054
2410,evaluation_continuous,Evaluation,13,0.6123780267148686,0.15487179487179487
2410,final_decision_continuous,Final decision,16,0.6528639551635744,0.6225641025641024
2410,confidence_continuous,Confidence,16,0.4555587487848813,0.8830769230769231
2411,comprehension_continuous,Comprehension,15,0.4829849018727005,0.5521367521367521
2411,judgment_continuous,Judgment,4,0.6124008398823709,0.012649572649572649
2411,evaluation_continuous,Evaluation,8,0.6124208108861119,0.107008547008547
2411,final_decision_continuous,Final decision,21,0.5772474823249221,0.8317948717948718
2411,confidence_continuous,Confidence,16,0.38509527448170244,0.7736752136752136
2412,comprehension_continuous,Comprehension,14,0.558225814360005,0.4461538461538461
2412,judgment_continuous,Judgment,2,0.6823882605456777,-0.2676923076923077
2412,evaluation_continuous,Evaluation,10,0.5687935969023745,0.1699145299145299
2412,final_decision_continuous,Final decision,21,0.6690621101635852,0.7094017094017094
2412,confidence_continuous,Confidence,23,0.41111889799560514,0.8823931623931623
2413,comprehension_continuous,Comprehension,13,0.55940847736962,-0.31692307692307686
2413,judgment_continuous,Judgment,14,0.6989222787884306,0.18769230769230769
2413,evaluation_continuous,Evaluation,12,0.5662247348236905,0.24376068376068374
2413,final_decision_continuous,Final decision,16,0.6131606001794242,0.8174358974358973
2413,confidence_continuous,Confidence,16,0.3799997919198868,0.7743589743589743
2414,comprehension_continuous,Comprehension,0,0.4952005160513876,0.046837606837606835
2414,judgment_continuous,Judgment,13,0.7311792898384069,0.06666666666666665
2414,evaluation_continuous,Evaluation,11,0.6432392864268056,-0.06735042735042734
2414,final_decision_continuous,Final decision,25,0.6588407047536257,0.7709401709401709
2414,confidence_continuous,Confidence,16,0.450831580403435,0.6526495726495727
2415,comprehension_continuous,Comprehension,9,0.545739637651423,0.07829059829059828
2415,judgment_continuous,Judgment,4,0.7204981322006756,-0.032478632478632474
2415,evaluation_continuous,Evaluation,14,0.581990228744968,0.2827350427350427
2415,final_decision_continuous,Final decision,21,0.6493400019797835,0.8140170940170939
2415,confidence_continuous,Confidence,16,0.429544850001003,0.5213675213675213
2416,comprehension_continuous,Comprehension,13,0.4922916961894848,-0.2923076923076923
2416,judgment_continuous,Judgment,4,0.6704434331822192,-0.1952136752136752
2416,evaluation_continuous,Evaluation,14,0.6167516458434693,0.107008547008547
2416,final_decision_continuous,Final decision,18,0.6259827417226032,0.7422222222222221
2416,confidence_continuous,Confidence,16,0.4086209222881344,0.8064957264957264
2417,comprehension_continuous,Comprehension,14,0.5249235589938366,-0.3846153846153845
2417,judgment_continuous,Judgment,18,0.6833049241760646,0.08102564102564101
2417,evaluation_continuous,Evaluation,13,0.5857448280893085,-0.2553846153846154
2417,final_decision_continuous,Final decision,20,0.6492938673583608,0.7087179487179487
2417,confidence_continuous,Confidence,16,0.4166814565324,0.788034188034188
2418,comprehension_continuous,Comprehension,14,0.5710582217763434,-0.2629059829059829
2418,judgment_continuous,Judgment,14,0.7092511732702963,-0.27999999999999997
2418,evaluation_continuous,Evaluation,7,0.5809240666346746,0.187008547008547
2418,final_decision_continuous,Final decision,16,0.6671439076095147,0.7251282051282051
2418,confidence_continuous,Confidence,16,0.46600905074287713,0.8509401709401709
2419,comprehension_continuous,Comprehension,13,0.5853616174700272,-0.39555555555555555
2419,judgment_continuous,Judgment,3,0.6955513273203515,-0.17128205128205126
2419,evaluation_continuous,Evaluation,6,0.6318007624311117,0.13777777777777778
2419,final_decision_continuous,Final decision,20,0.6703526183811852,0.6724786324786325
2419,confidence_continuous,Confidence,16,0.5020827252886116,0.768205128205128
2420,comprehension_continuous,Comprehension,14,0.4986912468298989,-0.3258119658119658
2420,judgment_continuous,Judgment,18,0.6605577851978677,-0.11247863247863246
2420,evaluation_continuous,Evaluation,7,0.5200635261733603,0.16444444444444445
2420,final_decision_continuous,Final decision,19,0.6425313041194639,0.846153846153846
2420,confidence_continuous,Confidence,16,0.3853314641221903,0.8324786324786325
2421,comprehension_continuous,Comprehension,13,0.4798453988615225,-0.6123076923076922
2421,judgment_continuous,Judgment,4,0.6998962048871835,0.19589743589743588
2421,evaluation_continuous,Evaluation,13,0.6332951603684568,0.20410256410256405
2421,final_decision_continuous,Final decision,25,0.6230888671930971,0.3989743589743589
2421,confidence_continuous,Confidence,23,0.47154233101988047,0.8235897435897435
2422,comprehension_continuous,Comprehension,13,0.5724001353626149,-0.12
2422,judgment_continuous,Judgment,4,0.7452161113357137,-0.42222222222222217
2422,evaluation_continuous,Evaluation,7,0.5905061399723881,0.1938461538461538
2422,final_decision_continuous,Final decision,18,0.6775307640988063,0.7531623931623931
2422,confidence_continuous,Confidence,16,0.47250977643459735,0.7764102564102563
2423,comprehension_continuous,Comprehension,13,0.49669518527266043,-0.24717948717948715
2423,judgment_continuous,Judgment,4,0.7347078650070862,-0.2923076923076923
2423,evaluation_continuous,Evaluation,11,0.5965594018885666,0.174017094017094
2423,final_decision_continuous,Final decision,18,0.6653318503344571,0.79008547008547
2423,confidence_continuous,Confidence,16,0.4713233522117075,0.8174358974358973
2424,comprehension_continuous,Comprehension,15,0.5833490585986593,-0.04752136752136752
2424,judgment_continuous,Judgment,13,0.7193701825756185,-0.011282051282051281
2424,evaluation_continuous,Evaluation,9,0.5993699892926891,0.19452991452991453
2424,final_decision_continuous,Final decision,23,0.6412229397996868,0.6451282051282051
2424,confidence_continuous,Confidence,16,0.42591020490234704,0.8413675213675212
2425,comprehension_continuous,Comprehension,16,0.5492483295214667,0.08034188034188033
2425,judgment_continuous,Judgment,16,0.7189508443902523,0.43111111111111106
2425,evaluation_continuous,Evaluation,13,0.6426535364142872,0.2635897435897435
2425,final_decision_continuous,Final decision,18,0.6512598751857861,0.7497435897435897
2425,confidence_continuous,Confidence,16,0.4033650786027496,0.7114529914529912
2426,comprehension_continuous,Comprehension,13,0.48216501712705545,-0.21230769230769228
2426,judgment_continuous,Judgment,4,0.7360588705536921,-0.24376068376068374
2426,evaluation_continuous,Evaluation,13,0.5678063126532622,0.17059829059829057
2426,final_decision_continuous,Final decision,21,0.6482283379048855,0.8899145299145298
2426,confidence_continuous,Confidence,16,0.4684304080652864,0.5124786324786325
2427,comprehension_continuous,Comprehension,13,0.49579622003832435,-0.49401709401709404
2427,judgment_continuous,Judgment,5,0.6737683493141415,-0.09606837606837607
2427,evaluation_continuous,Evaluation,7,0.6503311782225316,0.45572649572649565
2427,final_decision_continuous,Final decision,21,0.6341145958527263,0.7606837606837605
2427,confidence_continuous,Confidence,23,0.39318627448793764,0.6198290598290598
2428,comprehension_continuous,Comprehension,13,0.573136161169698,-0.04820512820512819
2428,judgment_continuous,Judgment,5,0.7356351772966653,0.033846153846153845
2428,evaluation_continuous,Evaluation,12,0.6387737841482548,0.3258119658119658
2428,final_decision_continuous,Final decision,21,0.6761544346905629,0.6574358974358974
2428,confidence_continuous,Confidence,16,0.5323480986072975,0.8652991452991453
2429,comprehension_continuous,Comprehension,13,0.5536786779584191,0.15965811965811963
2429,judgment_continuous,Judgment,14,0.685868151973175,0.10427350427350426
2429,evaluation_continuous,Evaluation,13,0.5658659268351147,0.19589743589743588
2429,final_decision_continuous,Final decision,21,0.6386682974574875,0.8728205128205128
2429,confidence_continuous,Confidence,16,0.4278358058565202,0.8092307692307692
2430,comprehension_continuous,Comprehension,13,0.5470664945294422,-0.24854700854700856
2430,judgment_continuous,Judgment,14,0.6839816381642188,-0.14735042735042733
2430,evaluation_continuous,Evaluation,13,0.5961655010368211,0.21572649572649572
2430,final_decision_continuous,Final decision,19,0.6372089242634719,0.874188034188034
2430,confidence_continuous,Confidence,16,0.40747189120631944,0.874188034188034
2431,comprehension_continuous,Comprehension,13,0.49661468556356236,-0.20820512820512818
2431,judgment_continuous,Judgment,4,0.6641583419647107,-0.187008547008547
2431,evaluation_continuous,Evaluation,8,0.5992302636674661,0.21914529914529915
2431,final_decision_continuous,Final decision,18,0.6155865921341975,0.7176068376068375
2431,confidence_continuous,Confidence,16,0.4164803360211227,0.7948717948717947
2432,comprehension_continuous,Comprehension,2,0.496468769669085,-0.6225641025641024
2432,judgment_continuous,Judgment,5,0.6814620813093436,0.14598290598290597
2432,evaluation_continuous,Evaluation,14,0.5946968679087706,-0.026324786324786322
2432,final_decision_continuous,Final decision,18,0.5986377421301073,0.7333333333333333
2432,confidence_continuous,Confidence,16,0.5040452129702185,0.833162393162393
2433,comprehension_continuous,Comprehension,14,0.5703238241288068,-0.3764102564102564
2433,judgment_continuous,Judgment,5,0.6931738457663951,-0.3456410256410256
2433,evaluation_continuous,Evaluation,12,0.6251041546942977,0.5275213675213675
2433,final_decision_continuous,Final decision,25,0.6412500320019773,0.751111111111111
2433,confidence_continuous,Confidence,16,0.4359535241987233,0.8044444444444444
2434,comprehension_continuous,Comprehension,14,0.5388905651271041,0.07418803418803417
2434,judgment_continuous,Judgment,4,0.6657573778148209,-0.11794871794871793
2434,evaluation_continuous,Evaluation,23,0.6002385140922821,0.455042735042735
2434,final_decision_continuous,Final decision,23,0.6343647652664028,0.8413675213675212
2434,confidence_continuous,Confidence,16,0.4687735230863528,0.6882051282051281
2435,comprehension_continuous,Comprehension,15,0.5563957899561008,0.23897435897435895
2435,judgment_continuous,Judgment,14,0.731466678004112,-0.23692307692307688
2435,evaluation_continuous,Evaluation,12,0.5844060896609997,0.3449572649572649
2435,final_decision_continuous,Final decision,18,0.6764872669782142,0.6642735042735042
2435,confidence_continuous,Confidence,16,0.4266522054231057,0.8215384615384614
2436,comprehension_continuous,Comprehension,13,0.5333551835111031,-0.5876923076923077
2436,judgment_continuous,Judgment,2,0.6501258926714039,-0.094017094017094
2436,evaluation_continuous,Evaluation,7,0.5607115998517219,0.17196581196581195
2436,final_decision_continuous,Final decision,18,0.6252274764045082,0.524102564102564
2436,confidence_continuous,Confidence,23,0.47764681239332846,0.8885470085470085
2437,comprehension_continuous,Comprehension,16,0.5703594160309847,0.28683760683760684
2437,judgment_continuous,Judgment,14,0.6859627874908214,-0.212991452991453
2437,evaluation_continuous,Evaluation,7,0.5639801332350608,0.17675213675213672
2437,final_decision_continuous,Final decision,16,0.6461129031797666,0.8058119658119658
2437,confidence_continuous,Confidence,16,0.45488648867333187,0.7989743589743589
2438,comprehension_continuous,Comprehension,15,0.549766360432065,0.14119658119658116
2438,judgment_continuous,Judgment,3,0.6520679118037901,-0.043418803418803414
2438,evaluation_continuous,Evaluation,14,0.5640698704335215,0.26905982905982906
2438,final_decision_continuous,Final decision,18,0.6234738762416868,0.7326495726495725
2438,confidence_continuous,Confidence,16,0.37958301551050266,0.8543589743589743
2439,comprehension_continuous,Comprehension,14,0.49667608863787827,-0.4468376068376068
2439,judgment_continuous,Judgment,14,0.7063130850232426,0.031794871794871796
2439,evaluation_continuous,Evaluation,12,0.5457844681038222,0.07076923076923076
2439,final_decision_continuous,Final decision,21,0.580527640994993,0.8167521367521368
2439,confidence_continuous,Confidence,16,0.371001577692682,0.6307692307692306
2440,comprehension_continuous,Comprehension,14,0.45092255263129144,-0.06188034188034188
2440,judgment_continuous,Judgment,4,0.6604484188661655,-0.031794871794871796
2440,evaluation_continuous,Evaluation,7,0.6211612662465603,-0.2731623931623931
2440,final_decision_continuous,Final decision,21,0.6250008019188054,0.8803418803418802
2440,confidence_continuous,Confidence,23,0.43298496463853564,0.8358974358974358
2441,comprehension_continuous,Comprehension,9,0.5105806592497861,-0.4044444444444444
2441,judgment_continuous,Judgment,18,0.6700225485133133,0.04957264957264957
2441,evaluation_continuous,Evaluation,7,0.6188521903209332,0.24717948717948715
2441,final_decision_continuous,Final decision,18,0.6324119197577359,0.7873504273504273
2441,confidence_continuous,Confidence,16,0.38151772646564147,0.837948717948718
2442,comprehension_continuous,Comprehension,14,0.44719984625250314,-0.6321367521367521
2442,judgment_continuous,Judgment,5,0.7384431894966496,0.09128205128205127
2442,evaluation_continuous,Evaluation,12,0.6774201602220495,-0.15076923076923074
2442,final_decision_continuous,Final decision,24,0.6196755392977242,0.7969230769230767
2442,confidence_continuous,Confidence,23,0.368661334446172,0.32239316239316235
2443,comprehension_continuous,Comprehension,13,0.5438662869360966,-0.4994871794871794
2443,judgment_continuous,Judgment,14,0.648817512079588,-0.20615384615384613
2443,evaluation_continuous,Evaluation,12,0.5482550275193945,0.094017094017094
2443,final_decision_continuous,Final decision,18,0.6843170909636107,0.7333333333333333
2443,confidence_continuous,Confidence,16,0.4060317746831999,0.6902564102564103
2444,comprehension_continuous,Comprehension,0,0.42221666391288715,-0.2567521367521367
2444,judgment_continuous,Judgment,4,0.6953961759958932,0.11794871794871793
2444,evaluation_continuous,Evaluation,6,0.5855660128198743,0.2451282051282051
2444,final_decision_continuous,Final decision,25,0.5686105246138862,0.9056410256410257
2444,confidence_continuous,Confidence,22,0.446087067860963,0.8557264957264956
2445,comprehension_continuous,Comprehension,7,0.49655348633238,0.05504273504273505
2445,judgment_continuous,Judgment,18,0.6563299245875706,0.42632478632478626
2445,evaluation_continuous,Evaluation,23,0.5837722074130923,0.5364102564102563
2445,final_decision_continuous,Final decision,23,0.6005359857606701,0.775042735042735
2445,confidence_continuous,Confidence,16,0.44600322865334946,0.7791452991452991
2446,comprehension_continuous,Comprehension,13,0.5097935988338901,-0.5528205128205128
2446,judgment_continuous,Judgment,4,0.6985032930381122,-0.12478632478632476
2446,evaluation_continuous,Evaluation,7,0.5959354334368917,0.13914529914529913
2446,final_decision_continuous,Final decision,24,0.61339109888042,0.7914529914529914
2446,confidence_continuous,Confidence,23,0.41820130071367234,0.7449572649572649
2447,comprehension_continuous,Comprehension,13,0.5121345206790542,0.2984615384615385
2447,judgment_continuous,Judgment,3,0.660926387636994,0.031794871794871796
2447,evaluation_continuous,Evaluation,13,0.6433267800280715,0.3278632478632478
2447,final_decision_continuous,Final decision,16,0.6063161778174059,0.7182905982905983
2447,confidence_continuous,Confidence,16,0.3673552101794204,0.6991452991452991
2448,comprehension_continuous,Comprehension,13,0.5158292724826236,-0.4605128205128205
2448,judgment_continuous,Judgment,5,0.7242138741947957,0.2745299145299145
2448,evaluation_continuous,Evaluation,6,0.5839273262019353,0.3668376068376068
2448,final_decision_continuous,Final decision,21,0.6125110237026452,0.747008547008547
2448,confidence_continuous,Confidence,16,0.48838877831546085,0.8912820512820512
2449,comprehension_continuous,Comprehension,14,0.51526227572269,0.30324786324786324
2449,judgment_continuous,Judgment,4,0.6863304476489246,-0.0864957264957265
2449,evaluation_continuous,Evaluation,13,0.60021694365659,-0.1623931623931624
2449,final_decision_continuous,Final decision,21,0.6213392182058635,0.775042735042735
2449,confidence_continuous,Confidence,16,0.42433581314529834,0.6485470085470085
2450,comprehension_continuous,Comprehension,15,0.4621331419900089,-0.23282051282051283
2450,judgment_continuous,Judgment,4,0.7153354897590216,0.06735042735042734
2450,evaluation_continuous,Evaluation,13,0.5349631423057749,0.2547008547008547
2450,final_decision_continuous,Final decision,24,0.6458590770597453,0.8673504273504273
2450,confidence_continuous,Confidence,23,0.4772800251044442,0.859145299145299
2451,comprehension_continuous,Comprehension,14,0.463612708758198,-0.558974358974359
2451,judgment_continuous,Judgment,5,0.748717581442193,-0.20410256410256405
2451,evaluation_continuous,Evaluation,12,0.6052140242245293,0.1938461538461538
2451,final_decision_continuous,Final decision,24,0.6281898006177504,0.803076923076923
2451,confidence_continuous,Confidence,16,0.4485600528270357,0.6916239316239315
2452,comprehension_continuous,Comprehension,14,0.5598311614275879,0.06871794871794872
2452,judgment_continuous,Judgment,14,0.710422052047487,-0.26427350427350427
2452,evaluation_continuous,Evaluation,6,0.6092821103589838,0.08034188034188033
2452,final_decision_continuous,Final decision,5,0.6484626263718176,0.4147008547008547
2452,confidence_continuous,Confidence,16,0.514104589528475,0.7716239316239316
2453,comprehension_continuous,Comprehension,13,0.5728308511708426,-0.17264957264957262
2453,judgment_continuous,Judgment,14,0.6858416640821563,-0.026324786324786322
2453,evaluation_continuous,Evaluation,13,0.5664618221757097,0.0776068376068376
2453,final_decision_continuous,Final decision,25,0.61088335403871,0.7887179487179486
2453,confidence_continuous,Confidence,16,0.3994936533549286,0.7825641025641025
2454,comprehension_continuous,Comprehension,14,0.5554655104629417,-0.14461538461538462
2454,judgment_continuous,Judgment,18,0.6598866848519311,0.24854700854700856
2454,evaluation_continuous,Evaluation,13,0.6066861168748033,0.07829059829059828
2454,final_decision_continuous,Final decision,24,0.631350754037562,0.747008547008547
2454,confidence_continuous,Confidence,16,0.4540986185192612,0.7538461538461538
2455,comprehension_continuous,Comprehension,13,0.5276584270960826,0.02427350427350427
2455,judgment_continuous,Judgment,4,0.6869274371513863,-0.1528205128205128
2455,evaluation_continuous,Evaluation,12,0.6011476151776974,0.2198290598290598
2455,final_decision_continuous,Final decision,21,0.5968832215556852,0.8256410256410256
2455,confidence_continuous,Confidence,16,0.4147444399255867,0.757948717948718
2456,comprehension_continuous,Comprehension,13,0.48197778999602736,-0.5418803418803418
2456,judgment_continuous,Judgment,18,0.6466620683012215,0.20547008547008547
2456,evaluation_continuous,Evaluation,12,0.60201195308517,0.27658119658119656
2456,final_decision_continuous,Final decision,21,0.6351851416705405,0.8646153846153846
2456,confidence_continuous,Confidence,16,0.46056283996009856,0.6218803418803419
2457,comprehension_continuous,Comprehension,12,0.5016209610661804,-0.05504273504273505
2457,judgment_continuous,Judgment,14,0.684060333097904,-0.254017094017094
2457,evaluation_continuous,Evaluation,12,0.5692760586685175,0.28888888888888886
2457,final_decision_continuous,Final decision,16,0.6132492944201158,0.8188034188034188
2457,confidence_continuous,Confidence,23,0.3841378945211334,0.7702564102564102
2458,comprehension_continuous,Comprehension,13,0.4882122535615406,-0.17606837606837608
2458,judgment_continuous,Judgment,5,0.6824217197765945,0.07008547008547007
2458,evaluation_continuous,Evaluation,6,0.5913236431666697,0.21504273504273502
2458,final_decision_continuous,Final decision,20,0.611161792091776,0.9234188034188033
2458,confidence_continuous,Confidence,16,0.4506590955504896,0.8037606837606838
2459,comprehension_continuous,Comprehension,15,0.5361477619706556,0.1794871794871795
2459,judgment_continuous,Judgment,4,0.6601805076179509,0.08444444444444445
2459,evaluation_continuous,Evaluation,13,0.5721145457905605,0.43042735042735036
2459,final_decision_continuous,Final decision,21,0.659605301174693,0.8707692307692306
2459,confidence_continuous,Confidence,16,0.4190891303030575,0.8085470085470086
2460,comprehension_continuous,Comprehension,13,0.46204131576305063,-0.39350427350427347
2460,judgment_continuous,Judgment,13,0.6598083535070337,-0.09264957264957263
2460,evaluation_continuous,Evaluation,12,0.5883206300334375,-0.02222222222222222
2460,final_decision_continuous,Final decision,21,0.6066485392557343,0.5487179487179487
2460,confidence_continuous,Confidence,23,0.42785309908073066,0.8188034188034188
2461,comprehension_continuous,Comprehension,14,0.5910713858260913,-0.5124786324786325
2461,judgment_continuous,Judgment,14,0.7032580253182357,0.12
2461,evaluation_continuous,Evaluation,7,0.5828267127539843,0.13435897435897434
2461,final_decision_continuous,Final decision,25,0.6327084552788856,0.8304273504273504
2461,confidence_continuous,Confidence,16,0.43684138783141124,0.775042735042735
2462,comprehension_continuous,Comprehension,15,0.4955202655231367,0.054358974358974355
2462,judgment_continuous,Judgment,18,0.67431694603855,0.28957264957264955
2462,evaluation_continuous,Evaluation,11,0.6082099154899556,0.1979487179487179
2462,final_decision_continuous,Final decision,20,0.6638298756408602,0.894017094017094
2462,confidence_continuous,Confidence,16,0.40809684347641884,0.5658119658119657
2463,comprehension_continuous,Comprehension,0,0.49711674823794344,-0.2458119658119658
2463,judgment_continuous,Judgment,14,0.6899147492759427,0.03863247863247863
2463,evaluation_continuous,Evaluation,12,0.5313535502480575,0.08034188034188033
2463,final_decision_continuous,Final decision,21,0.6204593908306503,0.7955555555555555
2463,confidence_continuous,Confidence,16,0.48604286026648047,0.682051282051282
2464,comprehension_continuous,Comprehension,14,0.6497915997675311,0.4803418803418803
2464,judgment_continuous,Judgment,14,0.7314968331487001,0.08786324786324784
2464,evaluation_continuous,Evaluation,12,0.5904079481120258,0.09743589743589742
2464,final_decision_continuous,Final decision,18,0.6879669521834936,0.8905982905982905
2464,confidence_continuous,Confidence,16,0.46614149215061323,0.7818803418803418
2465,comprehension_continuous,Comprehension,14,0.5542741694116361,-0.34222222222222215
2465,judgment_continuous,Judgment,14,0.7139166700191921,-0.14735042735042733
2465,evaluation_continuous,Evaluation,23,0.58857269728188,0.5049572649572649
2465,final_decision_continuous,Final decision,21,0.6815726071935903,0.6341880341880342
2465,confidence_continuous,Confidence,16,0.4382845436651384,0.7066666666666667
2466,comprehension_continuous,Comprehension,0,0.4852436351189598,-0.32239316239316235
2466,judgment_continuous,Judgment,4,0.6928931578571449,-0.18564102564102564
2466,evaluation_continuous,Evaluation,14,0.5807841545883683,-0.20615384615384613
2466,final_decision_continuous,Final decision,18,0.6322463052987334,0.7312820512820513
2466,confidence_continuous,Confidence,16,0.49032174569933307,0.7805128205128204
2467,comprehension_continuous,Comprehension,13,0.5585317361644483,-0.5131623931623931
2467,judgment_continuous,Judgment,13,0.6946741341595122,-0.027008547008547008
2467,evaluation_continuous,Evaluation,13,0.6003221979596957,0.3921367521367521
2467,final_decision_continuous,Final decision,21,0.6232197075805761,0.7586324786324786
2467,confidence_continuous,Confidence,16,0.4486245991644278,0.8652991452991453
2468,comprehension_continuous,Comprehension,13,0.4709390936659049,-0.5658119658119657
