random_rep,pair_id,source_idx,target_idx,patch_layer,matched_norm,base_prediction,patched_prediction,delta_wsr_predicted,direction_seed,base_source,elapsed_seconds
5,9,121,471,19,136.23808812678564,0.1553593319424777,0.2898879006700514,0.13452856872757368,114553215,live_unpatched_same_model,1.2360676000243984
5,10,145,125,19,85.2051251574838,-0.0414361952716543,0.09601944434835544,0.13745563962000973,1894841378,live_unpatched_same_model,1.2570691999862902
5,11,222,268,19,112.73324134162299,-0.0744144220976672,0.24504993674345757,0.3194643588411248,3283462108,live_unpatched_same_model,1.2412988999858499
5,12,217,403,19,117.51799281220073,0.356841227425656,0.22661544949878795,-0.13022577792686804,600179431,live_unpatched_same_model,1.239948500005994
5,13,209,443,19,119.69797830784465,-0.0405956674567725,-0.11619459442453212,-0.07559892696775962,166215399,live_unpatched_same_model,1.242889799992554
5,14,322,267,19,140.07018286936724,0.20774430399201,0.2163266109799232,0.008582306987913207,2291108426,live_unpatched_same_model,1.238717700005509
5,15,65,148,19,124.16221683795429,0.0040545803889276,0.09433868496762796,0.09028410457870036,303458856,live_unpatched_same_model,1.245226199971512
6,1,368,13,19,100.27535664750594,0.3222584150282147,0.5502140266662625,0.22795561163804784,1430298947,live_unpatched_same_model,1.2466636000317521
6,2,340,186,19,124.14250147738309,0.5517011289529234,0.5568183923208989,0.0051172633679754664,1254851492,live_unpatched_same_model,1.2436167999985628
6,3,135,70,19,133.86533456399275,-0.0451771379115059,-0.2888816773770403,-0.2437045394655344,83210819,live_unpatched_same_model,1.2433074999717064
6,4,441,256,19,103.68385624866029,-0.0309425523201656,0.06981937242461031,0.10076192474477591,326993072,live_unpatched_same_model,1.2491709000314586
6,5,84,407,19,103.17152579354456,0.0701096946469617,0.0911125166319586,0.021002821984996894,252399978,live_unpatched_same_model,1.2428872000309639
6,6,180,181,19,110.38806055107938,-0.0706881178551478,-0.16040002482850116,-0.08971190697335336,244370855,live_unpatched_same_model,1.234596900001634
6,7,442,166,19,108.47418947067077,-0.0374219266130395,-0.18733285756492205,-0.14991093095188254,397667368,live_unpatched_same_model,1.2467197999940254
6,8,353,336,19,109.08276948497313,0.2334113362848168,0.28600911514984817,0.052597778865031364,3717809881,live_unpatched_same_model,1.2489427999826148
6,9,121,471,19,136.23808812678564,0.1553593319424777,0.05264993609097906,-0.10270939585149863,1130717063,live_unpatched_same_model,1.234487000037916
6,10,145,125,19,85.2051251574838,-0.0414361952716543,0.0834083595462742,0.1248445548179285,2811737416,live_unpatched_same_model,1.2563766000093892
6,11,222,268,19,112.73324134162299,-0.0744144220976672,0.08104088459709793,0.15545530669476515,3695397844,live_unpatched_same_model,1.242806299997028
6,12,217,403,19,117.51799281220073,0.356841227425656,0.2516699801462299,-0.10517124727942612,3705532902,live_unpatched_same_model,1.2412813000264578
6,13,209,443,19,119.69797830784465,-0.0405956674567725,0.03530382722261893,0.07589949467939143,2247273074,live_unpatched_same_model,1.2389054999803193
6,14,322,267,19,140.07018286936724,0.20774430399201,0.3181790370862477,0.11043473309423768,2204361340,live_unpatched_same_model,1.233706999977585
6,15,65,148,19,124.16221683795429,0.0040545803889276,0.037738015657962976,0.033683435269035375,3489637915,live_unpatched_same_model,1.242089900013525
7,1,368,13,19,100.27535664750594,0.3222584150282147,0.33655447461771754,0.014296059589502863,2104186224,live_unpatched_same_model,1.246620999998413
7,2,340,186,19,124.14250147738309,0.5517011289529234,0.27629934378716287,-0.2754017851657606,3840886584,live_unpatched_same_model,1.2340710999560542
7,3,135,70,19,133.86533456399275,-0.0451771379115059,-0.01983232707389207,0.025344810837613828,2613295417,live_unpatched_same_model,1.2334513000096194
7,4,441,256,19,103.68385624866029,-0.0309425523201656,0.093240537353062,0.1241830896732276,2663477424,live_unpatched_same_model,1.2475579000310972
7,5,84,407,19,103.17152579354456,0.0701096946469617,0.16880952097496285,0.09869982632800114,1374159230,live_unpatched_same_model,1.2430094999726862
7,6,180,181,19,110.38806055107938,-0.0706881178551478,0.18628866477456327,0.2569767826297111,3431841788,live_unpatched_same_model,1.2405604000086896
7,7,442,166,19,108.47418947067077,-0.0374219266130395,-0.19927715425815265,-0.16185522764511315,1033969125,live_unpatched_same_model,1.2503100999747403
7,8,353,336,19,109.08276948497313,0.2334113362848168,0.34923101473524004,0.11581967845042324,14843374,live_unpatched_same_model,1.2508129999623634
7,9,121,471,19,136.23808812678564,0.1553593319424777,0.09855336764636731,-0.05680596429611039,1657566998,live_unpatched_same_model,1.2349002999835648
7,10,145,125,19,85.2051251574838,-0.0414361952716543,0.1322019010911123,0.1736380963627666,915760818,live_unpatched_same_model,1.2570746999699622
7,11,222,268,19,112.73324134162299,-0.0744144220976672,-0.008947300367729021,0.06546712172993818,3603167243,live_unpatched_same_model,1.2439590999856591
