dimension,layer,token_id,token,corpus_count,filter_status,retained,mean_raw_logit,median_raw_logit,maximum_raw_logit,best_corpus_rank,median_corpus_rank,participants_top10,participants_top50,participants_top100
Evaluation,12,8492,selection,6,retained,True,1.6886309327408426,1.7236967972820654,9.928223267066215,23,685.5,0,2,4
Evaluation,12,8493,trend,1,frequency_below_5,False,-18.21381647436728,-12.527469566382013,-5.342823041515239,1082,1139.0,0,0,0
Evaluation,12,8509,moved,24,retained,True,2.420351546738429,4.7473622846309045,8.932658346264313,156,482.0,0,0,0
Evaluation,12,8520,failed,14,retained,True,-0.17302994166268235,0.5234593625853295,6.845927905308387,306,730.0,0,0,0
Evaluation,12,8588,showed,3,frequency_below_5,False,7.120068412128915,7.15982794128667,11.706441203064143,66,278.0,0,0,24
Evaluation,12,8603,testing,1,frequency_below_5,False,0.6295054095890444,0.6793270174349632,5.060902605414082,185,731.0,0,0,0
Evaluation,12,8672,made,1,frequency_below_5,False,-4.944116563102996,-3.302257400081885,1.8946366170437652,604,996.5,0,0,0
Evaluation,12,8691,overall,1,frequency_below_5,False,3.1169644543376,4.584685283456302,11.162862029399646,146,468.5,0,0,0
Evaluation,12,8697,attempt,1,frequency_below_5,False,-2.370210923543799,0.274241819292422,6.1242757022882035,373,810.5,0,0,0
Evaluation,12,8786,Only,9,retained,True,-1.6712642652496006,0.37045987976917155,6.1785603312288675,395,800.0,0,0,0
Evaluation,12,8787,partners,20,retained,True,1.0218927494133747,1.8591085815219741,8.907198265273008,47,614.0,0,1,1
Evaluation,12,8792,variable,1,frequency_below_5,False,-0.2692920025927022,0.9127165406236701,5.9135996485028315,262,718.5,0,0,0
Evaluation,12,8830,caused,3,frequency_below_5,False,2.4226315777160994,4.119825237843914,9.220569573558759,158,509.0,0,0,0
Evaluation,12,8841,unless,5,retained,True,3.028429771673354,4.292511583718939,12.357402775394291,61,481.5,0,0,1
Evaluation,12,8876,ran,2,frequency_below_5,False,3.1731334829464366,3.186231441779266,8.452022231359875,116,548.5,0,0,0
Evaluation,12,8906,toward,2,frequency_below_5,False,9.20820624043095,9.918475247836504,17.037703539130895,28,160.0,0,9,67
Evaluation,12,8908,cards,16,retained,True,0.692992973835383,1.0819645910136877,6.802217682758509,286,682.0,0,0,0
Evaluation,12,8951,reached,1,frequency_below_5,False,1.2254388779969787,3.297665124296615,7.393477053636785,285,580.0,0,0,0
Evaluation,12,8961,couldn,2,frequency_below_5,False,0.7370256805127483,3.8897697639912026,10.416887416071805,147,531.0,0,0,0
Evaluation,12,9032,sets,1,frequency_below_5,False,-0.7781994883700838,0.2878530833762061,4.311260836163505,407,749.0,0,0,0
Evaluation,12,9041,some,1,frequency_below_5,False,-0.0015908649771025432,1.571729577283695,10.406061313480441,151,693.0,0,0,0
Evaluation,12,9065,benefit,2,frequency_below_5,False,-5.2099423982152295,-2.2456906599371003,3.6998975581406253,529,958.0,0,0,0
Evaluation,12,9083,Find,1,frequency_below_5,False,0.23518075082355938,1.1962536018845715,9.455415105635694,89,683.0,0,0,1
Evaluation,12,9096,aim,1,frequency_below_5,False,7.283876507110252,7.518750123333399,14.422670306636675,7,295.0,1,8,77
Evaluation,12,9102,proof,1,frequency_below_5,False,-5.197718836616195,-3.0993525013870906,1.3564794513553986,731,996.5,0,0,0
Evaluation,12,9108,persons,1,frequency_below_5,False,-4.985130270277459,-4.917964923565275,1.9870696516104616,395,1058.0,0,0,0
Evaluation,12,9151,providing,2,frequency_below_5,False,1.4136228358198726,1.8667296286396775,8.456595374950377,99,611.0,0,0,1
Evaluation,12,9168,remains,1,frequency_below_5,False,-0.592797633429357,0.7320760619159079,4.8683083400592,330,733.0,0,0,0
Evaluation,12,9174,wouldn,3,frequency_below_5,False,7.577372871733662,8.705642470835471,16.463139423428117,24,227.0,0,7,38
Evaluation,12,9175,rapid,1,frequency_below_5,False,0.8790928352549294,3.9329480265614962,7.684122930846334,301,540.5,0,0,0
Evaluation,12,9223,appeared,1,frequency_below_5,False,-2.1689936899500535,-0.4105125059284995,5.611599642659139,457,830.0,0,0,0
Evaluation,12,9238,seemed,41,retained,True,5.02121731163153,8.07310049769551,16.214069017270013,41,272.5,0,1,12
Evaluation,12,9276,colors,3,frequency_below_5,False,-2.621980970637134,-2.5029546992950022,4.405033919097859,217,960.5,0,0,0
Evaluation,12,9277,bad,1,frequency_below_5,False,-3.288764029757249,-3.125102967050735,1.5722609233623648,315,981.5,0,0,0
Evaluation,12,9288,stick,28,retained,True,2.2404321288689366,3.3777216881019196,9.601694221611435,202,526.5,0,0,0
Evaluation,12,9295,random,1,frequency_below_5,False,-0.29276763121048127,0.9177594739654056,6.340529927275274,320,716.5,0,0,0
Evaluation,12,9336,offered,1,frequency_below_5,False,1.574080840454676,3.8178620672322348,9.642601899482525,205,544.5,0,0,0
Evaluation,12,9393,highest,4,frequency_below_5,False,4.622329783024762,4.343963586877971,9.476402693389124,60,446.5,0,0,18
Evaluation,12,9458,yield,2,frequency_below_5,False,-3.0236762712327696,-2.4755070275307327,1.9114502658993593,426,935.5,0,0,0
Evaluation,12,9537,ratio,1,frequency_below_5,False,-3.600706344043407,-3.567838806223654,0.4707010048953869,428,990.0,0,0,0
Evaluation,12,9550,whatever,1,frequency_below_5,False,5.230870733675694,8.019307138599181,15.314537679861509,47,272.5,0,1,21
Evaluation,12,9562,samples,1,frequency_below_5,False,-4.611984633683082,-3.895926633231253,0.9821853151870541,594,1007.5,0,0,0
Evaluation,12,9601,seeing,3,frequency_below_5,False,8.724820466521152,9.540814180412942,17.4433207701533,33,178.0,0,2,37
Evaluation,12,9611,noted,2,frequency_below_5,False,-3.689960910738465,-1.3686208447365678,4.555629798449425,435,911.0,0,0,0
Evaluation,12,9614,fal,1,frequency_below_5,False,-5.206198253212931,-4.270384132191545,0.7436064330420965,751,1013.5,0,0,0
Evaluation,12,9629,minor,1,frequency_below_5,False,-2.7475116505939887,-0.716746068347077,4.325510193782207,476,859.0,0,0,0
Evaluation,12,9633,failure,1,frequency_below_5,False,-1.1948188513386515,-1.3101755091212053,3.8714730972426614,278,861.0,0,0,0
Evaluation,12,9670,partner,89,retained,True,0.06289373641014778,2.055318418448311,7.568976163050266,113,677.0,0,0,0
Evaluation,12,9691,Many,1,frequency_below_5,False,7.71544231194464,7.057481825768539,13.65868841490809,11,329.0,0,99,119
Evaluation,12,9693,Although,1,frequency_below_5,False,-2.7151272137590885,-1.4340214265598128,5.264730949438919,321,888.0,0,0,0
Evaluation,12,9701,category,1,frequency_below_5,False,-2.21953527023381,-1.3998315005101343,4.021795730193476,366,866.5,0,0,0
Evaluation,12,9721,two,1,frequency_below_5,False,0.019836120877879854,0.1322793281332794,6.130946374341737,287,726.5,0,0,0
Evaluation,12,9763,listed,1,frequency_below_5,False,-0.6916977095037411,1.6842379341167373,6.142256320524266,402,701.0,0,0,0
Evaluation,12,9771,survey,1,frequency_below_5,False,-8.219531752856879,-7.251342325502072,-2.3509466203656197,730,1101.0,0,0,0
Evaluation,12,9803,strategy,88,retained,True,7.704433561625085,6.19178103473592,29.91637634505839,2,374.0,25,102,120
Evaluation,12,9902,jump,3,frequency_below_5,False,4.439169402996691,5.939689897912277,11.176139438088194,104,387.5,0,0,0
Evaluation,12,9993,roll,2,frequency_below_5,False,-0.43327402785432445,-0.05427750404880537,4.42227877951573,391,775.0,0,0,0
Evaluation,12,10055,helpful,10,retained,True,0.9935054732339815,2.501583799935319,8.511043720827418,309,624.0,0,0,0
Evaluation,12,10067,previously,1,frequency_below_5,False,3.4632131353954825,4.46788892425928,9.915570069090471,192,463.0,0,0,0
Evaluation,12,10088,helped,1,frequency_below_5,False,4.199329720878524,5.512630289404402,11.455533207936648,132,414.5,0,0,0
Evaluation,12,10127,broken,1,frequency_below_5,False,1.0005229251564274,3.863852226130141,8.964347538505317,266,538.0,0,0,0
Evaluation,12,10205,shift,1,frequency_below_5,False,4.1771457923695285,4.840803118844941,9.641695290962343,142,424.0,0,0,0
Evaluation,12,10225,lose,2,frequency_below_5,False,-2.876261757891728,-0.48414231717446266,5.017998096989507,415,852.5,0,0,0
Evaluation,12,10368,Their,1,frequency_below_5,False,-5.637753388107775,-4.37029840352659,1.6058235152138458,610,1026.0,0,0,0
Evaluation,12,10382,tow,1,frequency_below_5,False,-4.419986361648951,-4.343288366747434,0.5058599638765428,504,1030.0,0,0,0
Evaluation,12,10474,frequency,2,frequency_below_5,False,-0.908848049671563,-0.6764102363773157,6.323598151975851,254,773.0,0,0,0
Evaluation,12,10478,drawing,1,frequency_below_5,False,-2.459386105043578,-0.4328760816773004,3.46914871282383,571,848.5,0,0,0
Evaluation,12,10488,finding,3,frequency_below_5,False,1.8513832251079791,3.1199474239948968,9.513775703686361,159,571.5,0,0,0
Evaluation,12,10523,answers,2,frequency_below_5,False,-1.358994624319719,-0.18677967380099111,5.9440922084357215,292,786.5,0,0,0
Evaluation,12,10528,maintain,1,frequency_below_5,False,-0.03817676877348959,1.2687307459173067,7.06630254938301,359,702.0,0,0,0
Evaluation,12,10552,Search,1,frequency_below_5,False,-3.88891648577126,-2.95965016731403,4.31893209193711,410,961.0,0,0,0
Evaluation,12,10588,agent,1,frequency_below_5,False,-0.5306887604915255,-1.0352153032934721,6.006436889946258,136,883.5,0,0,0
Evaluation,12,10617,extent,1,frequency_below_5,False,-1.8832747624282964,-2.518970476257265,5.497359551910349,109,979.0,0,0,0
Evaluation,12,10629,sequence,1,frequency_below_5,False,-4.907004694180008,-2.4506086090246817,4.105234693457497,371,972.5,0,0,0
Evaluation,12,10652,fell,1,frequency_below_5,False,8.724932905200552,8.80111528363884,13.147708303275932,29,202.5,0,6,99
Evaluation,12,10662,gonna,1,frequency_below_5,False,3.3894250221270075,4.097272943086698,11.38911779788033,133,471.5,0,0,0
Evaluation,12,10745,grade,1,frequency_below_5,False,-4.671083634453634,-4.011138216429567,1.1564050975410922,576,1008.0,0,0,0
Evaluation,12,10763,none,9,retained,True,-1.4897013586732608,-1.604654243616713,13.454025023716225,12,908.5,0,6,7
Evaluation,12,10808,after,1,frequency_below_5,False,1.2035010582343362,1.30642130183594,6.320766804081812,170,655.5,0,0,0
Evaluation,12,11041,watching,1,frequency_below_5,False,4.867221883145466,5.931701515619059,11.526930611889826,123,371.0,0,0,0
Evaluation,12,11048,there,1,frequency_below_5,False,-4.532797770861054,-3.5812494832213195,1.8191637255943012,627,986.0,0,0,0
Evaluation,12,11117,changing,5,retained,True,5.610567906229125,6.654478095490056,12.678480715585962,10,333.0,1,2,4
Evaluation,12,11127,than,1,frequency_below_5,False,-13.92958659737239,-12.425348476165452,-5.751582169917079,1000,1137.0,0,0,0
Evaluation,12,11128,forth,6,retained,True,-0.856851674478393,-0.10118221183841103,5.813559506041077,258,767.5,0,0,0
Evaluation,12,11288,drawn,1,frequency_below_5,False,-0.3308832893238193,0.6832323632987475,5.51858063677081,413,709.0,0,0,0
Evaluation,12,11309,desk,1,frequency_below_5,False,2.7943265913526902,2.048827607061047,12.120823164505541,32,669.0,0,4,74
Evaluation,12,11316,ride,1,frequency_below_5,False,-1.2762797645861166,0.6632611054153923,5.571852744653883,473,770.5,0,0,0
Evaluation,12,11429,discussed,1,frequency_below_5,False,-0.0230074856261672,1.0860900302275611,5.617861585821414,273,717.5,0,0,0
Evaluation,12,11441,identify,2,frequency_below_5,False,1.0280655474494973,1.578098758644502,9.104990078852845,129,633.5,0,0,0
Evaluation,12,11548,remaining,3,frequency_below_5,False,1.0445253050974543,1.3214120170229233,7.381668186482262,255,623.0,0,0,0
Evaluation,12,11594,twice,19,retained,True,7.259979156251127,8.52910443755377,13.526046330772406,51,242.5,0,0,15
Evaluation,12,11633,vary,1,frequency_below_5,False,4.695357317426537,4.7353134353294255,11.183412535951291,66,433.0,0,0,11
Evaluation,12,11702,circumstances,1,frequency_below_5,False,-1.7309529944898825,-0.644535381134759,5.103728811933726,364,822.0,0,0,0
Evaluation,12,11799,Once,3,frequency_below_5,False,-2.4862941332272332,-0.9107375627323373,4.2115985678923655,352,866.0,0,0,0
Evaluation,12,11807,ended,1,frequency_below_5,False,4.89147793765369,7.783195812111701,12.714465694834857,98,292.0,0,0,1
Evaluation,12,11892,stopped,8,retained,True,9.96340382277641,10.020723307100472,14.740266459690929,17,162.0,0,71,143
Evaluation,12,11900,mostly,7,retained,True,7.1381429078748955,11.0667013401909,17.719807618140873,2,140.0,2,31,169
Evaluation,12,12013,decisions,3,frequency_below_5,False,0.5486342058812846,0.6024614444824576,10.723681929171759,49,766.0,0,1,3
Evaluation,12,12070,percentage,3,frequency_below_5,False,5.270738885325357,5.0795028053612326,13.979777149853746,28,449.0,0,10,88
Evaluation,12,12136,patterns,20,retained,True,1.670448061638783,1.5020749459128868,15.388855876594446,18,627.0,0,2,5
Evaluation,12,12181,indicate,1,frequency_below_5,False,-2.914680602222301,-2.4607305779036386,2.0696233189791213,334,925.0,0,0,0
Evaluation,12,12267,once,1,frequency_below_5,False,-3.6945021749931897,-3.657747302092421,3.502853451836219,403,1000.5,0,0,0
Evaluation,12,12272,tested,3,frequency_below_5,False,-1.138466025640972,0.49206063911636716,5.562427995813923,429,773.5,0,0,0
Evaluation,12,12283,frequently,4,frequency_below_5,False,-0.6267325628586937,1.86922425856222,8.22385848800089,306,688.5,0,0,0
Evaluation,12,12302,worse,1,frequency_below_5,False,14.180534061447975,12.604322937389366,30.940542027323286,2,88.0,110,166,268
Evaluation,12,12345,serial,1,frequency_below_5,False,-0.9353668996408108,-1.3185527127712562,4.109705525276743,135,902.0,0,0,0
Evaluation,12,12392,confirmed,1,frequency_below_5,False,0.12980369114207554,0.7874140359123836,5.981268669815615,296,696.0,0,0,0
Evaluation,12,12393,helping,1,frequency_below_5,False,5.637554802539495,6.455526828246812,10.691942031315545,82,339.0,0,0,2
Evaluation,12,12414,occurred,1,frequency_below_5,False,1.5148016214668147,1.716562621410267,6.190780737688821,189,632.0,0,0,0
Evaluation,12,12722,turns,3,frequency_below_5,False,4.514653347783731,7.1668781645669775,12.491119325185984,113,332.0,0,0,0
Evaluation,12,12777,employed,1,frequency_below_5,False,-1.1574521789413044,0.21600212882126646,5.537566477361165,300,770.0,0,0,0
Evaluation,12,12792,gut,1,frequency_below_5,False,-7.073613462691851,-4.3963899352573765,0.05018240253942363,839,1049.5,0,0,0
Evaluation,12,12810,Keep,1,frequency_below_5,False,1.260889390582483,0.9973404531761887,6.397919480871596,154,674.5,0,0,0
Evaluation,12,12879,significantly,1,frequency_below_5,False,-4.855953516399054,-1.8454239642606063,7.055540381034157,311,946.0,0,0,0
Evaluation,12,13021,keep,1,frequency_below_5,False,0.0676605217254406,0.059685716613254974,6.2918567478674365,306,742.0,0,0,0
Evaluation,12,13105,somewhat,1,frequency_below_5,False,1.234057170559432,4.844103750209417,12.689053412235504,116,457.0,0,0,0
Evaluation,12,13221,committed,1,frequency_below_5,False,4.719063628431496,4.641635901487591,10.354448810969243,66,443.0,0,0,23
Evaluation,12,13230,passing,1,frequency_below_5,False,4.295558552166733,4.378580146102512,8.416445761936618,93,474.5,0,0,6
Evaluation,12,13237,carefully,4,frequency_below_5,False,5.282742756712928,6.63616085636062,11.978500789894012,69,328.5,0,0,1
Evaluation,12,13315,repeated,3,frequency_below_5,False,3.709980477766446,3.6958049843396017,9.66848317877316,156,476.5,0,0,0
Evaluation,12,13333,tasks,2,frequency_below_5,False,-8.415701132059612,-5.372377025442866,2.3386371332424085,632,1077.5,0,0,0
Evaluation,12,13339,eventually,2,frequency_below_5,False,6.608267292536856,7.495397528335291,14.207057612611942,40,272.5,0,1,8
Evaluation,12,13410,stack,2,frequency_below_5,False,0.6893781808973183,1.8588740404183322,7.178353416557505,251,654.5,0,0,0
Evaluation,12,13478,depending,1,frequency_below_5,False,8.429261526623305,9.561429184821417,16.082628789708604,32,188.5,0,10,64
Evaluation,12,13484,remained,2,frequency_below_5,False,4.258145725791937,4.563611903541872,9.440986624420862,79,435.0,0,0,1
Evaluation,12,13670,chose,18,retained,True,0.6982415551212823,2.5796190985358454,7.609964186526329,290,626.0,0,0,0
Evaluation,12,13791,mainly,2,frequency_below_5,False,2.2590249492986985,5.57607343844131,11.98012390776337,91,425.0,0,0,2
Evaluation,12,13858,directed,1,frequency_below_5,False,-3.7479948977083604,-2.0863835356657106,2.8273230151985986,547,938.0,0,0,0
Evaluation,12,13879,possibility,2,frequency_below_5,False,0.1691100528672943,0.0577019352340471,4.453163692899871,137,803.0,0,0,0
Evaluation,12,14030,turning,1,frequency_below_5,False,4.272380826600215,5.887951073848852,10.752669335855103,171,395.5,0,0,0
Evaluation,12,14051,receiving,1,frequency_below_5,False,3.1656987005149313,2.9509204811217753,9.886767287393793,76,596.0,0,0,17
Evaluation,12,14069,noticed,12,retained,True,-0.5088311761362768,1.37761135652325,7.016936266274268,370,712.5,0,0,0
Evaluation,12,14097,consistent,12,retained,True,3.6875961844555123,4.454703057565435,10.907583810685244,125,463.0,0,0,0
Evaluation,12,14196,planned,1,frequency_below_5,False,2.3156004459985304,2.80703308463183,7.29724592617298,142,556.5,0,0,0
Evaluation,12,14222,valuable,2,frequency_below_5,False,-3.1159553539600013,-0.6758889537038144,5.007193104327406,510,861.5,0,0,0
Evaluation,12,14238,even,1,frequency_below_5,False,0.5859924035997499,1.1175746467504832,6.322813860410196,251,678.5,0,0,0
Evaluation,12,14239,instruction,1,frequency_below_5,False,-2.6028717397913375,-2.5418839861102187,5.7158857877097935,211,960.0,0,0,0
Evaluation,12,14326,Once,2,frequency_below_5,False,1.3916629774687121,1.6881885788881035,8.2046270100208,154,627.5,0,0,0
Evaluation,12,14372,waters,1,frequency_below_5,False,-0.775923950014367,-0.7792662622175173,3.1853707572314014,164,861.5,0,0,0
Evaluation,12,14461,estimate,1,frequency_below_5,False,2.3662474364905637,2.49261652064794,6.932754190605752,150,586.5,0,0,0
Evaluation,12,14518,suddenly,3,frequency_below_5,False,9.533905259047732,9.804517651956214,15.698066705114678,18,141.0,0,18,116
Evaluation,12,14557,winning,5,retained,True,5.349771662716815,5.126129835983189,12.22337521564404,22,442.5,0,7,81
Evaluation,12,14562,anyway,2,frequency_below_5,False,7.1246100109411135,10.023713961637316,17.92387286387236,15,178.5,0,27,122
Evaluation,12,14621,proved,1,frequency_below_5,False,-0.2346974088436188,0.5589568233864726,5.150096559534298,389,722.0,0,0,0
Evaluation,12,14653,knowing,2,frequency_below_5,False,7.778657680959567,8.038656547539041,13.838268197315163,57,233.0,0,0,21
Evaluation,12,14685,algorithm,2,frequency_below_5,False,0.10485071922186093,-0.6366038323595249,11.406334337261487,61,865.5,0,0,16
Evaluation,12,14703,answered,1,frequency_below_5,False,1.561995840325995,1.486124675069841,7.350717675335187,166,636.0,0,0,0
Evaluation,12,14779,focused,2,frequency_below_5,False,1.1935782305535327,5.264855623199528,12.096309923662224,16,441.5,0,1,2
Evaluation,12,14800,earn,1,frequency_below_5,False,-2.7051950913095832,-0.5438177401104776,3.7389286053179416,590,844.5,0,0,0
Evaluation,12,14827,duration,1,frequency_below_5,False,-1.9134643490333436,-1.8546684483129843,2.9448835611016757,282,916.5,0,0,0
Evaluation,12,14833,deck,40,retained,True,-4.956891010771463,-4.782616335422398,1.4051927147855479,504,1043.5,0,0,0
Evaluation,12,14869,strategies,10,retained,True,3.8739806870175832,3.1634153110801595,22.145190032861876,3,576.0,10,27,47
Evaluation,12,14966,fairly,2,frequency_below_5,False,2.137479274367709,6.125993964968833,13.275134095536739,99,392.0,0,0,1
Evaluation,12,15062,checked,1,frequency_below_5,False,0.32860703324847973,2.074158815584438,6.4297737595172215,336,659.0,0,0,0
Evaluation,12,15133,interval,1,frequency_below_5,False,-6.028899162999517,-5.415896493073172,-1.0182482492663762,619,1053.5,0,0,0
Evaluation,12,15143,dropped,2,frequency_below_5,False,4.9213898376058545,6.2952483932917085,10.517177543434139,138,374.5,0,0,0
Evaluation,12,15208,basically,5,retained,True,2.5439366539849644,8.187756681547896,17.18492511179153,37,272.0,0,3,34
Evaluation,12,15404,happening,1,frequency_below_5,False,8.418979992442358,8.399693816080587,16.10553949776002,43,211.0,0,2,65
Evaluation,12,15532,picked,7,retained,True,5.798782898447423,7.447482488735329,12.618245527513078,90,310.0,0,0,2
Evaluation,12,15576,paying,2,frequency_below_5,False,2.560799244262797,4.617777659966864,11.210210838187928,210,488.0,0,0,0
Evaluation,12,15623,maintained,1,frequency_below_5,False,-1.6850359111046826,-0.5708095459246598,6.330477094129072,417,818.5,0,0,0
Evaluation,12,15639,fault,1,frequency_below_5,False,2.2306430702299895,2.5058949107683084,8.983925298935901,173,560.0,0,0,0
Evaluation,12,15641,responses,1,frequency_below_5,False,-3.3256654213785195,-2.8256523237730646,2.294179264553197,357,949.0,0,0,0
Evaluation,12,15725,Yeah,2,frequency_below_5,False,5.619326400709646,5.375012592398941,16.66137597391723,9,410.0,2,17,80
Evaluation,12,15728,anymore,1,frequency_below_5,False,3.3350330950576423,3.524563019034356,9.219149017129501,92,526.0,0,0,2
Evaluation,12,15815,assumed,1,frequency_below_5,False,-0.8255502457009521,-0.5376018484963838,4.159104574917809,249,810.5,0,0,0
Evaluation,12,15917,necessarily,1,frequency_below_5,False,-1.3535138507719093,-0.5988933204670068,8.111011608124205,247,778.5,0,0,0
Evaluation,12,15945,Three,1,frequency_below_5,False,3.0938269508077485,3.0886830606644793,8.5015369492003,115,547.0,0,0,0
Evaluation,12,15976,typically,2,frequency_below_5,False,0.6833733287194331,3.4625163782584147,9.750781395966003,189,561.5,0,0,0
Evaluation,12,15992,amounts,1,frequency_below_5,False,0.6227862743737451,0.08671712887744021,8.733338903798439,70,815.0,0,0,3
Evaluation,12,16105,correctly,2,frequency_below_5,False,2.2905955783381544,3.6935207169763578,9.891341926901047,80,539.0,0,0,1
Evaluation,12,16219,Switch,1,frequency_below_5,False,-7.291412450484858,-5.5499180098048635,2.2361573228113745,601,1069.5,0,0,0
Evaluation,12,16263,constantly,1,frequency_below_5,False,9.905294238481694,11.827226064805632,17.675519900798506,20,107.0,0,53,220
Evaluation,12,16342,normally,1,frequency_below_5,False,8.583972355664391,8.927893961378196,14.81160268727283,36,184.5,0,3,51
Evaluation,12,16358,choices,5,retained,True,1.2812644144719871,2.334647837163799,8.590783511510256,106,595.5,0,0,0
Evaluation,12,16382,scores,18,retained,True,-3.182432599919311,-2.8701886273851325,1.9520576921975636,423,937.5,0,0,0
Evaluation,12,16455,reliable,5,retained,True,-5.4389026715805215,-2.939851626552821,4.204288160726844,575,989.0,0,0,0
Evaluation,12,16585,worker,2,frequency_below_5,False,-1.6886818543477622,-1.6559303532714273,9.344182743436738,177,884.0,0,0,0
Evaluation,12,16609,"""+",1,frequency_below_5,False,-5.433142336826089,-4.747182112722923,-0.041052361497852186,614,1037.0,0,0,0
Evaluation,12,16656,struggle,1,frequency_below_5,False,2.16095248768043,2.8913365196028495,7.108400806684626,242,551.5,0,0,0
Evaluation,12,16706,proven,2,frequency_below_5,False,-6.430647417858946,-4.4806212308059425,2.2473037203242363,693,1044.0,0,0,0
Evaluation,12,16729,realized,7,retained,True,3.868963841957093,3.687972560265969,9.871578630619842,77,513.5,0,0,11
Evaluation,12,16788,watched,1,frequency_below_5,False,-1.4586084880769763,0.16194548001285214,4.50899911460745,451,812.5,0,0,0
Evaluation,12,16832,vice,1,frequency_below_5,False,1.8392491903979307,1.2853258028929107,10.880029234678247,62,729.5,0,0,27
Evaluation,12,17026,losing,8,retained,True,1.410225746219714,2.0197254407898964,7.729394601656488,253,593.0,0,0,0
Evaluation,12,17318,causing,1,frequency_below_5,False,4.567323776453629,5.79507220473274,10.525316734511593,95,392.5,0,0,2
Evaluation,12,17322,dependent,1,frequency_below_5,False,-6.129974511226777,-2.2491052885147798,3.7149397349195445,529,963.0,0,0,0
Evaluation,12,17362,focus,1,frequency_below_5,False,-5.381882426056235,-4.640252129897869,8.890967823784088,41,1038.0,0,1,2
Evaluation,12,17377,risks,1,frequency_below_5,False,-8.116878080779184,-6.307326648766299,-1.2046962845696867,916,1081.5,0,0,0
Evaluation,12,17399,repeat,7,retained,True,6.828435068678898,5.965550596219894,18.68684556326008,17,398.5,0,84,101
Evaluation,12,17402,suppose,2,frequency_below_5,False,3.9880514755614613,3.7727020818327706,9.744853226399435,62,495.5,0,0,19
Evaluation,12,17526,outcome,3,frequency_below_5,False,-0.4938426253153978,-0.5286835236522733,6.54100764238319,73,851.5,0,0,1
Evaluation,12,17530,stuck,55,retained,True,11.475367974980674,12.230285644336496,19.013740860732877,8,80.0,1,76,311
Evaluation,12,17545,Based,1,frequency_below_5,False,1.4915030814441101,0.5263880213381696,12.46612971093947,17,792.0,0,7,62
Evaluation,12,17760,trick,1,frequency_below_5,False,4.203202760135111,4.890804455148089,9.856416734908185,106,416.5,0,0,0
Evaluation,12,17839,producing,2,frequency_below_5,False,2.6300483097281444,3.2176848695715217,8.189519783772427,173,517.5,0,0,0
Evaluation,12,18095,earing,1,frequency_below_5,False,5.936483151552047,4.491033156517622,20.710251326612592,6,498.0,9,86,104
Evaluation,12,18251,losses,7,retained,True,-1.0275275506914898,-0.8989075176312953,4.207017531117636,191,871.0,0,0,0
Evaluation,12,18260,"""-",1,frequency_below_5,False,-8.921773725922302,-6.5824369804621075,-1.8644563776363854,995,1096.0,0,0,0
Evaluation,12,18264,whenever,5,retained,True,7.395655544378996,8.405481672143866,16.05187514030768,27,241.0,0,4,27
Evaluation,12,18282,bias,1,frequency_below_5,False,-2.6789265216286715,-2.5576473976208183,2.852028434932734,250,964.5,0,0,0
Evaluation,12,18549,pairs,2,frequency_below_5,False,0.11240046245206217,0.017218359500811888,5.901913277926877,182,755.0,0,0,0
Evaluation,12,18567,modify,1,frequency_below_5,False,0.7962771480874339,1.5484403448937418,5.43558550603017,278,643.0,0,0,0
Evaluation,12,18596,tering,1,frequency_below_5,False,-3.216990312361193,-1.4186507197884848,2.886754185052187,635,889.0,0,0,0
Evaluation,12,18604,checking,1,frequency_below_5,False,3.9727325804602267,4.376447288495886,9.237593243750826,162,438.0,0,0,0
Evaluation,12,18644,recall,1,frequency_below_5,False,-0.8789921909532422,-0.9260963179054383,3.2311439338515733,226,859.0,0,0,0
Evaluation,12,18664,attempts,1,frequency_below_5,False,-3.4324543181954827,-1.9971987211224018,4.148627234222042,499,923.5,0,0,0
Evaluation,12,18701,outcomes,3,frequency_below_5,False,-0.502948653162623,-0.5274152207769118,8.167890136364955,42,832.0,0,1,1
Evaluation,12,18818,hypot,1,frequency_below_5,False,-0.4425935702360813,-0.9038499336477366,9.314660465836717,84,873.0,0,0,12
Evaluation,12,18843,interest,1,frequency_below_5,False,-2.8593689224234815,-3.2342086367679723,11.008098728426466,25,1008.0,0,1,1
Evaluation,12,18925,Would,1,frequency_below_5,False,4.47081964815319,4.451117555154651,9.161482469639514,68,473.0,0,0,10
Evaluation,12,19219,holy,1,frequency_below_5,False,1.247249277111026,1.855642247892659,5.609236556726771,306,623.5,0,0,0
Evaluation,12,19233,tracking,1,frequency_below_5,False,0.8318586729552802,2.705560334456245,7.633512735994171,259,597.0,0,0,0
Evaluation,12,19330,performing,2,frequency_below_5,False,-2.5800175209739855,-1.762847254633265,4.065000023342224,398,887.0,0,0,0
Evaluation,12,19499,resulted,3,frequency_below_5,False,-5.984726095938563,-4.424904274154548,1.0119470113536542,679,1036.0,0,0,0
Evaluation,12,19735,optimal,1,frequency_below_5,False,-4.213496584894021,-2.248917861738664,3.668470437972749,594,948.0,0,0,0
Evaluation,12,19788,Nothing,2,frequency_below_5,False,4.753139059291238,4.479201356690944,17.948611307784173,5,470.0,3,14,25
Evaluation,12,19814,decent,1,frequency_below_5,False,5.118161312098529,7.0719970079133745,12.783957897708667,119,329.5,0,0,0
